"treatment","timestep","comp","plot_id","tree_carbon_Live","tree_carbon_Snag","understory_carbon","duff_carbon","litter_carbon","fines_carbon","coarse_carbon","fuels_carbon","soil_carbon","all_carbon"
"burn","pre_treatment",400,"0400-00103",165.230911041619,0,0.305707133,6.35500937081,4.6245712136485,5.28620587525,3.6929704525,19.9587569122085,56.6825172568913,242.177892343719
"burn","pre_treatment",400,"0400-00104",133.218543046788,3.49106435630354,0.103735711,21.2512909794,11.15054622697,4.325897957,0,36.72773516337,51.0481650704335,224.589243347895
"burn","pre_treatment",400,"0400-00105",175.641556425933,1.36584948025138,0.104235711,0,8.476504336935,1.7351252265,1.820933782,12.032563345435,43.1724974012961,232.316702363915
"burn","pre_treatment",400,"0400-00106",270.667467804919,0,0.0015,7.97144115978,12.019814885585,3.40751362325,14.95662519675,38.355394865365,50.2548566506512,359.279219320935
"burn","pre_treatment",400,"0400-00108",221.230065363505,7.42195934100159,0.103235711,27.05211326692,8.2225573353,3.11452734175,4.4915714595,42.88076940347,52.6916064567687,324.327636275745
"burn","pre_treatment",400,"0400-00109",129.482352555328,0,0.001,55.0818335544,9.09898002684,3.93930444425,1.83648994125,69.95660796674,66.878338688698,266.318299210766
"burn","pre_treatment",400,"0400-00110",180.532872676171,0,0.101235711,55.1355609066,12.78590077635,5.58133482925,6.5936451255,80.0964416377,80.6331155685277,341.363665593399
"burn","pre_treatment",400,"0400-00116",185.840072047701,2.83797809148958,0.231655086,32.70929948037,6.9073184067785,8.28088103875,80.3459250615,128.243423987399,50.123129016846,367.276258229435
"burn","pre_treatment",400,"0400-00118",111.962709416677,0,0.97798767,0,1.2688136786875,0.220363882,0,1.4891775606875,52.4986487844651,166.92852343183
"burn","pre_treatment",400,"0400-00119",95.7162223929091,0,0.104235711,29.6393964234,9.63237536172,7.1547254795,16.957101335,63.38359859962,59.25908841388,218.463145117409
"burn","pre_treatment",400,"0400-00120",154.080053122385,0,0.505613046,1.349057083955,5.2617318287165,3.8082154795,1.7008873045,12.1198916966715,65.1618390594393,231.867396924495
"burn","pre_treatment",400,"0400-00121",190.805700505511,0,0.101735711,33.07611233553,4.439950270386,5.57789864075,12.8475629575,55.941524204166,62.9518553265976,309.800815747275
"control","post_18",40,"0040-00002",196.528007389743,15.326334793301,0.101235711,17.26224931377,42.96031968491,12.729035313,9.3267694575,82.27837376918,41.4659405694955,335.69989223272
"control","post_18",40,"0040-00003",285.108958503747,0,0,16.9803929155,16.427744283395,3.0352187835,0,36.443355982395,65.3157177928354,386.868032278977
"control","post_18",40,"0040-00005",275.568547713912,7.31099135403666,2.551139917,14.22781907663,39.99555460138,2.652588753,2.979691882,59.85565431301,72.6292630085896,417.915596306548
"control","post_18",40,"0040-00012",168.393886204699,4.35511450363054,2.551139917,14.77355913065,24.78485293981,3.82063845425,3.484345969,46.86339649371,73.7813184388219,295.944855557861
"control","post_18",40,"0040-00101",249.886683809671,6.04367860843729,0.101235711,12.85364750148,10.937862827085,5.90803608475,9.13767166775,38.837218081065,69.3616596919023,364.230475902076
"control","post_18",40,"0040-00103",377.139541463553,8.96471164068596,0.607414266,19.78016304013,13.16701775864,0.8699843695,10.6358562975,44.45302146577,72.3073104084362,503.471999244446
"control","post_18",40,"0040-00104",330.932532342988,8.14998195446567,2.551139917,19.15656682618,17.91202835227,8.57598140575,18.13287650725,63.77745309145,53.8635055657158,459.274612871619
"control","post_18",40,"0040-00105",477.388426156106,73.1898386495261,0.736333641,17.95456675159,41.693353185235,6.19026577525,3.64079080475,69.478976516825,95.965755340347,716.759330303804
"control","post_18",40,"0040-00106",227.54661511335,16.1904816832486,2.551139917,14.95776868057,13.63729485002,11.73807651625,12.764504014,53.09764406084,46.9868068189427,346.372687593381
"control","post_18",40,"0040-00107",152.7683125302,36.7729605622688,0.607414266,14.07064089388,28.035082161885,9.40452273525,1.9416337795,53.451879570515,83.6119041966502,327.212471125634
"control","post_18",40,"0040-00108",115.968065975568,40.0480287007911,0,16.06008467217,6.41991692264,6.37241501925,6.7988508945,35.65126750856,75.9510883805316,267.618450565451
"control","post_18",40,"0040-00109",462.987205593943,1.47482009957455,0,20.48663738028,56.48422733505,12.5849608225,15.043690217,104.59951575483,83.740607403556,652.802148851904
"control","post_18",40,"0040-00110",545.738575795754,6.19677483902675,0,19.10941283288,14.61951765767,14.40612574975,16.655771141,64.7908273813,57.6079186642003,674.334096680281
"control","post_18",40,"0040-00111",258.940752215735,4.69772388937351,0.607414266,21.89754962596,31.59277837287,1.466937297,1.691230218,56.64849551383,80.2453605975039,401.139746482442
"control","post_18",40,"0040-00112",182.271192855035,6.48456412555954,0.101735711,13.981654600138,54.432821858425,21.2899656975,9.933731405,99.638173561063,70.1703703466058,358.666036599263
"control","post_18",40,"0040-00113",401.073835053276,9.75680828032238,0.607414266,3.092784274235,14.91515074624,8.94796728825,7.1537415125,34.109643821225,61.5256753843894,507.073376805212
"control","post_18",40,"0040-00114",150.056870465228,1.22796761052662,2.551139917,9.78845814425,125.05035834415,5.5138700495,4.6455317225,144.9982182604,69.371588239412,368.205784492566
"control","post_18",40,"0040-00116",204.334305426324,8.71897313409326,0.607414266,65.9014407075,18.73427876593,5.31786433475,8.126512997,98.08009680518,53.7718176136178,365.512607245215
"control","post_18",240,"0240-00003",209.301853693115,0,0.128919375,14.84316466622,21.277689622985,4.0975060195,25.659567095,65.877927403705,87.768260235976,363.076960707796
"control","post_18",240,"0240-00005",104.524139856381,28.3679126047357,0,3.434368855808,16.082357071295,4.52599634025,3.50183992025,27.544562187603,74.195681516224,234.632296164944
"control","post_18",240,"0240-00007",147.234406064411,6.02763470825604,0,36.55240062156,8.4609608817525,3.81711472175,2.2645760655,51.0950522905625,74.2526900528907,278.60978311612
"control","post_18",240,"0240-00009",209.584692168073,2.57476647314359,1.755054026,22.08234296423,30.110548171995,3.34452278175,3.69977857375,59.237192491725,53.3726822617569,326.524387420698
"control","post_18",240,"0240-00022",193.825748120886,6.26194385745725,0,55.4930649933,23.75389024717,3.24658943975,0,82.49354468022,112.385353497834,394.966590156398
"control","post_18",240,"0240-00026",234.095363322281,0,0,25.5377113137,17.185328473245,9.124659232,6.450779725,58.298478743945,113.133082470941,405.526924537167
"control","post_18",240,"0240-00101",184.576333870138,38.7404613151249,0.101235711,0.328276885631,13.53536561763,4.404907812,0,18.268550315261,53.4069949672476,295.093576178771
"control","post_18",240,"0240-00102",340.297797962812,2.20227283964071,0,19.51713806286,18.838463139365,10.744383508,9.39472912375,58.494713833975,85.2951869715483,486.289971607976
"control","post_18",240,"0240-00104",240.88735553835,0.831912309146687,0.101235711,17.13094234973,17.356408579855,5.679847283,3.38537904,43.552577252585,101.253849183409,386.62692999449
"control","post_18",240,"0240-00105",250.618473230081,8.63752963839514,0.101235711,12.6666441152,8.376650296473,4.39231994475,7.06594709975,32.501561456173,58.5934674876125,350.452267523262
"control","post_18",240,"0240-00106",274.959183829953,6.69590444943794,0,23.31033352748,81.1784163927,7.656420287,5.2720183205,117.41718852768,62.4326593578558,461.504936164927
"control","post_18",240,"0240-00107",130.144633054588,0,0,4.16319929005,10.19688566708,11.60077075575,23.91293417825,49.87378989113,69.0399780929732,249.058401038692
"control","post_18",240,"0240-00109",171.061730330107,2.50519417335658,0,53.3568592275,6.491565711955,2.276660832,8.538088542,70.663174313455,70.8151101726395,315.045208989559
"control","post_18",240,"0240-00110",83.8012425981895,13.180784730425,0,13.07464327058,29.579689424285,5.5926386965,2.219170032,50.466141423365,103.587395775026,251.035564527005
"control","post_18",240,"0240-00112",131.103796527465,30.6308346327703,0,37.03411472384,15.43557390917,4.7397973105,17.69131254,74.90079848351,102.370463611331,339.005893255077
"control","post_18",240,"0240-00113",313.265756076009,10.1273881715487,0,13.75216211039,18.56091615266,5.553252533,15.68522520925,53.5515560053,42.520907302165,419.465607555022
"control","post_18",240,"0240-00114",306.987703979066,1.7797235232819,0.101235711,53.9610295712,19.32363973048,2.13479926425,4.710957915,80.13042648093,67.9794656818878,456.978555376166
"control","post_18",240,"0240-00115",290.281161404793,13.8307733779653,0,44.77103140165,14.225836556905,6.42055873225,6.86694442925,72.284371120055,105.347191435738,481.743497338552
"control","post_18",590,"0590-00005",224.487949716169,0,1.139046989,21.75537610248,12.868989175205,4.70208544925,28.44712711425,67.773577841185,71.1277098765903,364.528284422944
"control","post_18",590,"0590-00009",162.810372011496,35.5090730111774,0,11.45661134387,13.529315080385,4.69404223775,3.356278655,33.036247317005,76.5767759559481,307.932468295627
"control","post_18",590,"0590-00013",247.605207416526,0,0.128919375,25.53524641226,18.31375184406,3.052379019,6.6298143005,53.53119157582,82.3062292284398,383.571547595786
"control","post_18",590,"0590-00021",152.922638317646,10.3319283991681,5e-04,36.54811013783,17.429024833135,8.751724528,18.585500135,81.314359633965,44.9435309536073,289.512957304386
"control","post_18",590,"0590-00101",70.6294485300866,0,0,22.7771405817,98.08511277855,3.72710534525,2.4356634815,127.025022187,68.3130219749707,265.967492692057
"control","post_18",590,"0590-00102",211.890161805271,2.18537170763739,0,20.01562411565,9.308333076985,3.2194052005,2.590788295,35.134150688135,57.4353447950008,306.645028996044
"control","post_18",590,"0590-00104",162.285570676356,0,0,15.29121660208,16.947406667875,3.71692593575,2.5574367375,38.512985943205,47.8920600399346,248.690616659496
"control","post_18",590,"0590-00105",248.061201721823,0,0,24.17264319328,15.649809456365,7.0298981,11.070811995,57.923162744645,70.376050021828,376.360414488296
"control","post_18",590,"0590-00106",382.160583790769,4.83459247282919,1.138546989,36.01611535413,23.4599871581,2.87955883275,12.3278698,74.68353114498,72.0997354176306,534.916989815209
"control","post_18",590,"0590-00107",303.777235570976,0,0,26.2537639657,16.536662750805,2.3554168515,38.10656494875,83.252408516755,83.6405943772599,470.67023846499
"control","post_18",590,"0590-00109",416.717387576758,0.707870374905576,0.230155086,23.10495986114,13.779004757665,2.7722083975,3.372928315,43.029101331305,61.7668426748988,522.451357043867
"control","post_18",590,"0590-00111",449.865329782301,2.28432299675014,2.230757436,14.06781313812,16.986297218685,2.84045468325,15.19142237175,49.085987411805,88.1927195936711,591.659117220527
"control","post_18",590,"0590-00113",136.302367026217,51.5700605720591,0.069979686,18.24151392509,12.844040961915,28.6369002925,118.60312265,178.325577829505,24.3256393186037,390.593624432385
"control","post_18",590,"0590-00115",222.171968618414,0,0,41.72861292861,18.84589866703,2.506174846,25.75101942,88.83170586164,63.3715821495019,374.375256629556
"control","post_18",590,"0590-00116",233.077875963075,3.55786758508766,0.128919375,5.09825056258,4.2933393792585,1.548277486,0,10.9398674278385,49.9265004752974,297.631030826299
"control","post_18",590,"0590-00117",125.368342197549,0,0.088522121,18.53245022818,12.644160732035,2.984031548,0,34.160642508215,86.9768328696879,246.594339696452
"control","post_18",590,"0590-00118",355.665378740991,7.34138966948482,0,40.234566563,15.21189318281,0.70864875625,0,56.15510850206,61.2238355482745,480.385712460811
