"treatment","comp","plot_id","period","fuels_recovery_rate","surface_carbon","fuels_disturbance"
"control",40,"0040-00108","Burn_2",1.02279413428136,5.966063154098,-0.976173321025917
"control",40,"0040-00109","Burn_2",1.96921547617079,7.0480380139395,-1.14780567191317
"control",40,"0040-00110","Burn_2",2.60007418193343,8.259616756481,-0.523454923353166
"control",40,"0040-00111","Burn_2",0.898217907218572,7.971096123845,0.652676148543333
"control",40,"0040-00112","Burn_2",0.357934522933,9.095138863705,-0.0774705817981669
"control",40,"0040-00113","Burn_2",0.108502043075857,6.7338641195855,0.617596861272083
"control",40,"0040-00114","Burn_2",0.478886973837142,19.20189932746,1.19027516179917
"control",40,"0040-00115","Burn_2",1.92603215403379,6.5134138233135,-0.4642931868785
"control",40,"0040-00116","Burn_2",0.0470103589514283,20.361205364275,2.17886751894783
"control",240,"0240-00003","Burn_2",0.293507087100714,13.37453421045,-0.272378288219833
"control",240,"0240-00005","Burn_2",1.36087178055179,6.9605690357675,0.149983910254
"control",240,"0240-00007","Burn_2",1.75755740397929,13.881214358205,-0.956220693463333
"control",240,"0240-00009","Burn_2",1.66077536633421,6.0998935351605,-0.66287299284825
"control",240,"0240-00022","Burn_2",1.36920542514929,11.841832927325,0.371254755370834
"control",240,"0240-00026","Burn_2",-1.93131303702679,18.8224863060265,1.71231394872892
"control",240,"0240-00101","Burn_2",2.29079587660157,8.512121183609,0.0127296077198332
"control",240,"0240-00102","Burn_2",0.79179818573,9.78225382792,-2.08630962427333
"control",240,"0240-00104","Burn_2",2.38088947489286,6.347654564,-1.21310072545833
"control",240,"0240-00105","Burn_2",1.05000193364886,11.112094527218,-3.243970549137
"control",240,"0240-00106","Burn_2",4.40053436272857,5.07590108775,-2.65906402699167
"control",240,"0240-00107","Burn_2",-1.41824769562286,20.80121429425,0.790757374448833
"control",240,"0240-00109","Burn_2",2.13618020165286,9.79035946233,0.244481664928333
"control",240,"0240-00110","Burn_2",0.640885286751357,10.2921051100055,-1.97217120438158
"control",240,"0240-00112","Burn_2",1.83319716875143,8.852410311685,-0.667898394972833
"control",240,"0240-00113","Burn_2",1.01711697626929,23.26374119382,0.385910714827083
"control",240,"0240-00114","Burn_2",0.937318389985714,12.09618316615,-0.548780708004167
"control",240,"0240-00115","Burn_2",0.305843996702143,18.317890831965,-0.160465447630833
"control",590,"0590-00005","Burn_2",1.32827889179429,21.20307218114,1.32029484343583
"control",590,"0590-00009","Burn_2",-0.233818502876143,10.8379842898395,-0.0362246381318334
"control",590,"0590-00013","Burn_2",0.266596399089286,11.93162165804,0.77444962064675
"control",590,"0590-00021","Burn_2",0.490519348307643,9.18225413196,-3.21178806902333
"control",590,"0590-00101","Burn_2",-1.81069166500036,17.10900278563,1.39410002811458
"control",590,"0590-00102","Burn_2",1.95325441856143,6.7226973729,-0.890381126122167
"control",590,"0590-00104","Burn_2",-0.0983644119228571,11.70388433804,0.80111888705975
"control",590,"0590-00105","Burn_2",0.191725129507143,11.506784767205,-1.0297648854825
"control",590,"0590-00106","Burn_2",1.76884398728071,11.482889765505,-0.981311862806667
"control",590,"0590-00107","Burn_2",1.05273692418143,8.718404434385,-2.00089593111417
"control",590,"0590-00109","Burn_2",0.661056236164285,9.15456687021,0.281765128224333
"control",590,"0590-00111","Burn_2",4.1365870297,13.049372361235,0.834082754518167
"control",590,"0590-00113","Burn_2",0.459676121175715,13.529512908465,0.493820313512583
"control",590,"0590-00115","Burn_2",1.65159370996429,7.890956102755,-3.54322846631417
"control",590,"0590-00116","Burn_2",0.282933460663286,1.4996142679325,-1.495531916861
"control",590,"0590-00117","Burn_2",-1.047808150972,12.14655815378,0.537333718656583
"control",590,"0590-00118","Burn_2",0.814245976650714,11.38530777143,-0.174020613048333
"burn",60,"0060-00021","Burn_3",0.720004955985,8.4028525900085,-0.6667225774285
"burn",60,"0060-00027","Burn_3",-3.20168224383333,12.54669933825,4.846634686
"burn",60,"0060-00101","Burn_3",8.44415133413917,6.196532837029,-1.2196005174615
"burn",60,"0060-00102","Burn_3",0.354245569067167,3.080238411184,2.1446591315825
"burn",60,"0060-00103","Burn_3",-0.465246871948334,14.89530951024,-0.974148954095
"burn",60,"0060-00104","Burn_3",1.19740089174983,9.453321132788,-5.2772034024175
"burn",60,"0060-00105","Burn_3",-1.1338495153725,16.156975186065,-5.0100557839085
"burn",60,"0060-00106","Burn_3",-0.915829070218333,20.71068523142,-1.846502974595
"burn",60,"0060-00107","Burn_3",-0.516598738665,6.224487428391,10.271263509594
"burn",60,"0060-00109","Burn_3",2.83968406083233,20.063610369,-14.607204169142
"burn",60,"0060-00113","Burn_3",0.144428261511667,10.539117258905,5.97808927055
"burn",60,"0060-00114","Burn_3",2.60035045292733,18.101800003625,-13.981145944322
"burn",60,"0060-00116","Burn_3",-1.05782908180167,2.3849900206415,14.2284251854135
"burn",60,"0060-00117","Burn_3",1.6726249930455,6.9871859334825,-2.079431304144
"burn",60,"0060-00119","Burn_3",2.52090345742833,10.820297046955,3.83212225066
"burn",60,"0060-00130","Burn_3",1.7376477280575,13.278543480215,-5.0326377981975
"burn",340,"0340-00006","Burn_3",-2.05313585599417,8.8286138791455,3.38637702517
"burn",340,"0340-00013","Burn_3",4.556836150965,9.402772196925,1.03546018289
"burn",340,"0340-00024","Burn_3",10.3859410144287,29.834916975275,-26.598384040106
"burn",340,"0340-00025","Burn_3",4.24571682740333,3.53929727698,5.16046952605
"burn",340,"0340-00026","Burn_3",3.0527875242305,13.168481065095,-6.4308928819915
"burn",340,"0340-00108","Burn_3",4.71303745826767,14.6949114278,-8.722803555741
"burn",340,"0340-00109","Burn_3",2.38934057956267,4.778281122823,-0.234486688091001
"burn",340,"0340-00112","Burn_3",2.49450432298767,14.241053703325,-10.279528272428
"burn",340,"0340-00113","Burn_3",0.873075750949,8.918662335608,-7.0487308607565
"burn",340,"0340-00115","Burn_3",2.75424780390733,14.38163724739,-6.999875243187
"burn",340,"0340-00116","Burn_3",1.84223154508533,5.2659122195605,4.1297964075645
"burn",340,"0340-00117","Burn_3",7.29938443368867,21.246137093275,-10.738822611176
"burn",340,"0340-00122","Burn_3",3.21000668483333,13.6303328235,-0.165879878499998
"burn",340,"0340-00123","Burn_3",-0.491789518298667,4.4467545859915,-0.4889840785395
"burn",400,"0400-00002","Burn_3",5.79981811695667,6.030157625438,1.851562931842
"burn",400,"0400-00009","Burn_3",2.9345832758025,17.967242498385,-15.427600798329
"burn",400,"0400-00022","Burn_3",2.44490983882833,15.999058887985,-12.65618852276
"burn",400,"0400-00023","Burn_3",-0.613121047535001,9.8483278331195,4.5999956085605
"burn",400,"0400-00024","Burn_3",0.757290254571666,5.98533304513,4.2408103732
"burn",400,"0400-00101","Burn_3",0.812963638888667,5.0468120729995,0.3921091688085
"burn",400,"0400-00102","Burn_3",3.273253039196,2.5834865146495,1.4399287987025
"burn",400,"0400-00105","Burn_3",0.857256875200833,26.956997845345,-22.750883317991
"burn",400,"0400-00106","Burn_3",-0.708169157893167,4.744398405947,0.599178420595999
"burn",400,"0400-00108","Burn_3",1.43239243384,10.012261146405,-5.704965525389
"burn",400,"0400-00109","Burn_3",3.11800148440333,20.984961858735,-17.622912804255
"burn",400,"0400-00112","Burn_3",1.35092869159133,13.988103529705,-7.906595932644
"burn",400,"0400-00116","Burn_3",-0.000529873032999895,5.402731706452,0.285039472447
"burn",400,"0400-00119","Burn_3",-1.63873398821233,12.3648148718205,-2.4624905961435
"burn",400,"0400-00120","Burn_3",0.266983768488667,5.8977364953255,0.8148748762575
"burn",400,"0400-00121","Burn_3",1.63690303674417,17.224929875325,-14.692344426318
"control",40,"0040-00002","Burn_3",8.2874099037025,22.5397153831,2.25811431493357
"control",40,"0040-00003","Burn_3",0.35920949645875,18.02612508106,1.45844401205171
"control",40,"0040-00005","Burn_3",5.891535301205,19.08200214956,-1.15429956164857
"control",40,"0040-00007","Burn_3",1.0355090632975,24.345627229165,2.09810549150364
"control",40,"0040-00012","Burn_3",1.92798637427625,20.893545896955,2.28306562637214
"control",40,"0040-00101","Burn_3",-0.00219087903874993,16.85466242799,-0.144203121745714
"control",40,"0040-00103","Burn_3",0.51914842948125,11.960408410215,0.00805136887235694
"control",40,"0040-00104","Burn_3",4.3499887658155,9.088054694758,-1.18550719543029
"control",40,"0040-00105","Burn_3",10.5619861282471,5.6356744474965,-1.33291666859479
"control",40,"0040-00106","Burn_3",3.65287765104313,10.7638607620975,-1.50013239904321
"control",40,"0040-00107","Burn_3",7.74483361965037,6.4602704185335,-0.813361925548786
"control",40,"0040-00108","Burn_3",-0.0833225380443747,13.1256220940675,1.02279413428136
"control",40,"0040-00109","Burn_3",12.0591604526038,20.832546347135,1.96921547617079
"control",40,"0040-00110","Burn_3",0.64137684435125,26.460136030015,2.60007418193343
"control",40,"0040-00111","Burn_3",4.70027354887375,14.258621474375,0.898217907218571
"control",40,"0040-00112","Burn_3",16.0305267579222,11.600680524236,0.357934522933
"control",40,"0040-00113","Burn_3",4.09243490334338,7.4933784211165,0.108502043075857
"control",40,"0040-00114","Burn_3",27.0025300623325,22.55410814432,0.478886973837142
"control",40,"0040-00115","Burn_3",-1.49055990942375,19.99563890155,1.92603215403379
"control",40,"0040-00116","Burn_3",0.84046630593625,20.690277876935,0.0470103589514283
"control",240,"0240-00003","Burn_3",2.4865279555825,15.429083820155,0.293507087100714
"control",240,"0240-00005","Burn_3",1.03042047797875,16.48667149963,1.36087178055179
"control",240,"0240-00007","Burn_3",-3.47651014563938,26.18411618606,1.75755740397929
"control",240,"0240-00009","Burn_3",3.93243746356125,17.7253210995,1.66077536633421
"control",240,"0240-00022","Burn_3",1.3935521958875,21.42627090337,1.36920542514929
"control",240,"0240-00026","Burn_3",5.2516731646015,5.303295046839,-1.93131303702679
"control",240,"0240-00101","Burn_3",-1.6518547225475,24.54769231982,2.29079587660157
"control",240,"0240-00102","Burn_3",3.56450137983375,15.32484112803,0.79179818573
"control",240,"0240-00104","Burn_3",0.00559374365125009,23.01388088825,2.38088947489286
"control",240,"0240-00105","Burn_3",-1.42328445538425,18.46210806276,1.05000193364886
"control",240,"0240-00106","Burn_3",13.2387987632125,35.87964162685,4.40053436272857
"control",240,"0240-00107","Burn_3",2.731043999485,10.87348042489,-1.41824769562286
"control",240,"0240-00109","Burn_3",-3.99384858248625,24.7436208739,2.13618020165286
"control",240,"0240-00110","Burn_3",5.09850650088,14.778302117265,0.640885286751357
"control",240,"0240-00112","Burn_3",-0.377354818318749,21.684790492945,1.83319716875143
"control",240,"0240-00113","Burn_3",-1.56734783551125,30.383560027705,1.01711697626929
"control",240,"0240-00114","Burn_3",0.700256774670001,18.65741189605,0.937318389985714
"control",240,"0240-00115","Burn_3",0.0468991200687485,20.45879880888,0.305843996702143
"control",590,"0590-00005","Burn_3",-3.23248744981125,30.5010244237,1.32827889179429
"control",590,"0590-00009","Burn_3",2.25552563710713,9.2012547697065,-0.233818502876143
"control",590,"0590-00013","Burn_3",1.89208360284875,13.797796451665,0.266596399089286
"control",590,"0590-00021","Burn_3",3.39121494775537,12.6158895701135,0.490519348307643
"control",590,"0590-00101","Burn_3",24.3445142482931,4.4341611306275,-1.81069166500036
"control",590,"0590-00102","Burn_3",-1.96693500633625,20.39547830283,1.95325441856143
"control",590,"0590-00104","Burn_3",2.41224978726125,11.01533345458,-0.0983644119228571
"control",590,"0590-00105","Burn_3",2.4577117206525,12.848860673755,0.191725129507143
"control",590,"0590-00106","Burn_3",0.618687078595,23.86479767647,1.76884398728071
"control",590,"0590-00107","Burn_3",0.7011291746625,16.087562903655,1.05273692418143
"control",590,"0590-00109","Burn_3",0.69231315795125,13.78196052336,0.661056236164285
"control",590,"0590-00111","Burn_3",-5.5446824168,42.005481569135,4.1365870297
"control",590,"0590-00113","Burn_3",6.18342387443,16.747245756695,0.459676121175715
"control",590,"0590-00115","Burn_3",0.474990360131249,19.452112072505,1.65159370996429
"control",590,"0590-00116","Burn_3",0.59036709317075,3.4801484925755,0.282933460663286
"control",590,"0590-00117","Burn_3",2.70407279576475,4.811901096976,-1.047808150972
"control",590,"0590-00118","Burn_3",-0.29112191723125,17.085029607985,0.814245976650714
