"","treatment","timestep","treatment_factor","timestep_factor","comp","plot_id","fire_tolerate_carbon","tree_carbon","fire_percentage","fire_percentage_01"
"35","burn","post_18","burn","post_18",400,"0400-00109",178.718093140417,206.853733537128,86.3982922059946,0.863982922059946
"36","burn","post_18","burn","post_18",400,"0400-00110",127.640467535173,226.642831315841,56.3178931334908,0.563178931334908
"37","burn","post_18","burn","post_18",400,"0400-00112",70.2242763727668,179.29040185737,39.1678950157253,0.391678950157253
"38","burn","post_18","burn","post_18",400,"0400-00116",98.4071593858818,186.927882862737,52.6444519024178,0.526444519024178
"39","burn","post_18","burn","post_18",400,"0400-00118",0.356638255081279,161.436588484938,0.220915381344641,0.00220915381344641
"40","burn","post_18","burn","post_18",400,"0400-00119",11.6186598304364,96.8098550440407,12.0015259036911,0.120015259036911
"41","burn","post_18","burn","post_18",400,"0400-00120",132.655509455698,234.462397178639,56.5785861835349,0.565785861835349
"42","burn","post_18","burn","post_18",400,"0400-00121",185.297941046979,290.264953810922,63.8375176245638,0.638375176245638
"43","burn","pre_treatment","burn","pre_treatment",60,"0060-00021",35.1665001078115,148.942893046273,23.6107271643274,0.236107271643274
"44","burn","pre_treatment","burn","pre_treatment",60,"0060-00102",71.0799684607133,211.090586968245,33.6727323949343,0.336727323949343
"45","burn","pre_treatment","burn","pre_treatment",60,"0060-00103",15.9468267850229,112.951370535723,14.1183118977555,0.141183118977555
"46","burn","pre_treatment","burn","pre_treatment",60,"0060-00104",13.4694875453708,70.2404944810185,19.1762424864631,0.191762424864631
"47","burn","pre_treatment","burn","pre_treatment",60,"0060-00105",23.5590798464165,125.404528432227,18.786466598093,0.18786466598093
"48","burn","pre_treatment","burn","pre_treatment",60,"0060-00106",34.5112828550344,134.436941332909,25.6709818840444,0.256709818840444
"49","burn","pre_treatment","burn","pre_treatment",60,"0060-00109",69.2945361961446,192.297396262763,36.035088120204,0.36035088120204
"50","burn","pre_treatment","burn","pre_treatment",60,"0060-00111",36.0872600230287,113.223392585149,31.8726185455797,0.318726185455797
"51","burn","pre_treatment","burn","pre_treatment",60,"0060-00113",40.8921115804852,113.219039882626,36.1176985981138,0.361176985981138
"52","burn","pre_treatment","burn","pre_treatment",60,"0060-00114",118.457222786987,336.495153758263,35.2032477924144,0.352032477924144
"53","burn","pre_treatment","burn","pre_treatment",60,"0060-00117",151.998019360573,185.640688017997,81.8775350293022,0.818775350293022
"54","burn","pre_treatment","burn","pre_treatment",60,"0060-00119",40.9372435011854,206.621920960029,19.8126332922365,0.198126332922365
"55","burn","pre_treatment","burn","pre_treatment",60,"0060-00130",4.11382355060422,135.61445912258,3.03346971791983,0.0303346971791983
"56","burn","pre_treatment","burn","pre_treatment",340,"0340-00025",2.02275736086085,74.4424745303345,2.71720865490117,0.0271720865490117
"57","burn","pre_treatment","burn","pre_treatment",340,"0340-00109",21.9043636903483,86.1548440381341,25.4244133744273,0.254244133744273
"58","burn","pre_treatment","burn","pre_treatment",340,"0340-00112",185.733739230279,440.662678267074,42.1487338026188,0.421487338026188
"59","burn","pre_treatment","burn","pre_treatment",340,"0340-00113",104.123410483594,260.031158864205,40.0426667859331,0.400426667859331
"60","burn","pre_treatment","burn","pre_treatment",340,"0340-00115",11.4901129966735,77.573164562608,14.811968883131,0.14811968883131
"61","burn","pre_treatment","burn","pre_treatment",340,"0340-00121",42.0957369026196,172.578659126526,24.3922030195849,0.243922030195849
"62","burn","pre_treatment","burn","pre_treatment",340,"0340-00123",168.408979889429,231.921806481441,72.614551621693,0.726145516216929
"63","burn","pre_treatment","burn","pre_treatment",340,"0340-00124",42.9637644885308,131.445237228661,32.6856760993107,0.326856760993107
"64","burn","pre_treatment","burn","pre_treatment",400,"0400-00009",34.4095633375672,161.323522851228,21.3295387612503,0.213295387612503
"65","burn","pre_treatment","burn","pre_treatment",400,"0400-00022",23.6379915381754,189.588648383123,12.4680415941399,0.124680415941399
"66","burn","pre_treatment","burn","pre_treatment",400,"0400-00024",24.3571962441302,199.259506559435,12.2238565500337,0.122238565500337
"67","burn","pre_treatment","burn","pre_treatment",400,"0400-00101",66.4681461719647,122.390102374471,54.3084325304309,0.54308432530431
"68","burn","pre_treatment","burn","pre_treatment",400,"0400-00102",4.29355501496704,110.53225035751,3.88443644373455,0.0388443644373455
"69","burn","pre_treatment","burn","pre_treatment",400,"0400-00103",100.548756258647,165.230911041619,60.8534780960687,0.608534780960687
"70","burn","pre_treatment","burn","pre_treatment",400,"0400-00104",18.6191497268427,136.709607403092,13.6194888424657,0.136194888424657
"71","burn","pre_treatment","burn","pre_treatment",400,"0400-00105",40.4322263460841,177.007405906184,22.8421099891796,0.228421099891796
"72","burn","pre_treatment","burn","pre_treatment",400,"0400-00106",157.706679693534,270.667467804919,58.2658422057575,0.582658422057575
"73","burn","pre_treatment","burn","pre_treatment",400,"0400-00108",147.204020082146,228.652024704506,64.3790582096889,0.643790582096889
"74","burn","pre_treatment","burn","pre_treatment",400,"0400-00109",106.931661743726,129.482352555328,82.5839657941291,0.825839657941291
"75","burn","pre_treatment","burn","pre_treatment",400,"0400-00110",87.8130942372577,180.532872676171,48.6410551915226,0.486410551915226
"76","burn","pre_treatment","burn","pre_treatment",400,"0400-00112",59.3377125885488,150.253639151446,39.4916974548218,0.394916974548218
"77","burn","pre_treatment","burn","pre_treatment",400,"0400-00116",58.9311890124846,188.67805013919,31.2337280192424,0.312337280192424
"78","burn","pre_treatment","burn","pre_treatment",400,"0400-00118",4.604753593572,111.962709416677,4.11275648612171,0.0411275648612171
"79","burn","pre_treatment","burn","pre_treatment",400,"0400-00119",4.08456235574156,95.7162223929091,4.26736686177887,0.0426736686177887
"80","burn","pre_treatment","burn","pre_treatment",400,"0400-00120",98.6438729877509,154.080053122385,64.0211831374427,0.640211831374427
"81","burn","pre_treatment","burn","pre_treatment",400,"0400-00121",117.022366179577,190.805700505511,61.3306446660363,0.613306446660363
"82","control","post_18","control","post_18",40,"0040-00002",0.275739476829287,211.854342183044,0.130155216073431,0.00130155216073431
"83","control","post_18","control","post_18",40,"0040-00003",164.387919219344,285.108958503747,57.6579284221907,0.576579284221907
"84","control","post_18","control","post_18",40,"0040-00005",76.2800456717531,282.879539067948,26.9655578212146,0.269655578212146
"85","control","post_18","control","post_18",40,"0040-00007",6.08902482838316,164.682956387524,3.69742258819713,0.0369742258819713
"86","control","post_18","control","post_18",40,"0040-00103",85.7956113671886,386.104253104239,22.2208407903825,0.222208407903825
"87","control","post_18","control","post_18",40,"0040-00104",188.20243363239,339.082514297453,55.5034322611203,0.555034322611203
"88","control","post_18","control","post_18",40,"0040-00105",170.909827599028,550.578264805632,31.0418769726341,0.310418769726341
"89","control","post_18","control","post_18",40,"0040-00106",68.8158609778039,243.737096796599,28.2336426757522,0.282336426757522
"90","control","post_18","control","post_18",40,"0040-00108",0.888569690314078,156.016094676359,0.569537195606218,0.00569537195606218
"91","control","post_18","control","post_18",40,"0040-00109",125.244556069585,464.462025693518,26.9655104489058,0.269655104489058
"92","control","post_18","control","post_18",40,"0040-00111",33.3865480053321,263.638476105109,12.6637615641586,0.126637615641586
"93","control","post_18","control","post_18",40,"0040-00112",0.0761997087111314,188.755756980595,0.0403694753103426,0.000403694753103426
"94","control","post_18","control","post_18",240,"0240-00003",91.6083048075004,209.301853693115,43.7685109764099,0.437685109764099
"95","control","post_18","control","post_18",240,"0240-00005",5.39309646184554,132.892052461117,4.05825356894349,0.0405825356894349
"96","control","post_18","control","post_18",240,"0240-00007",72.6514805891579,153.262040772667,47.4034406842601,0.474034406842601
"97","control","post_18","control","post_18",240,"0240-00009",7.35588293529884,212.159458641217,3.46714823954109,0.0346714823954109
"98","control","post_18","control","post_18",240,"0240-00022",1.5511564806099,200.087691978344,0.775238329390988,0.00775238329390988
"99","control","post_18","control","post_18",240,"0240-00026",69.3368792915277,234.095363322281,29.6190741702437,0.296190741702437
"100","control","post_18","control","post_18",240,"0240-00102",161.701501427269,342.500070802453,47.2121074452378,0.472121074452378
"101","control","post_18","control","post_18",240,"0240-00105",136.253005954408,259.256002868477,52.5553909829934,0.525553909829934
"102","control","post_18","control","post_18",240,"0240-00106",0.448084705135913,281.655088279391,0.159089866926683,0.00159089866926683
"103","control","post_18","control","post_18",240,"0240-00107",75.5965566043281,130.144633054588,58.0865724771144,0.580865724771144
