"treatment","timestep","treatment_factor","timestep_factor","comp","plot_id","tree_carbon_large","tree_carbon","large_percentage","large_percentage_01"
"mechburn","post_18","mechburn","post_18",180,"0180-00102",168.438555443986,291.459694160136,57.7913717810468,0.577913717810468
"mechburn","post_18","mechburn","post_18",180,"0180-00107",250.054238675698,276.557824746967,90.4166204317239,0.904166204317239
"mechburn","post_18","mechburn","post_18",180,"0180-00108",136.614329222879,210.211308296124,64.9890485579546,0.649890485579546
"mechburn","post_18","mechburn","post_18",180,"0180-00109",43.7231225420217,155.32526717728,28.1493947099531,0.281493947099531
"mechburn","post_18","mechburn","post_18",180,"0180-00111",90.7095421083573,180.289723510368,50.3132071768588,0.503132071768588
"mechburn","post_18","mechburn","post_18",180,"0180-00114",174.480013406111,300.466215189861,58.069761119685,0.58069761119685
"mechburn","post_18","mechburn","post_18",180,"0180-00117",54.4636127904212,54.4636127904212,100,1
"mechburn","post_18","mechburn","post_18",180,"0180-00121",49.1380269883606,281.973763206799,17.4264535925361,0.174264535925361
"mechburn","post_18","mechburn","post_18",380,"0380-00004",101.657529813437,215.648933994351,47.1402885840835,0.471402885840835
"mechburn","post_18","mechburn","post_18",380,"0380-00006",79.3364287796239,126.177738810213,62.876724157306,0.62876724157306
"mechburn","post_18","mechburn","post_18",380,"0380-00010",42.2822342659986,108.107904553435,39.1111403376609,0.391111403376609
"mechburn","post_18","mechburn","post_18",380,"0380-00015",132.796342874913,155.50330456084,85.3977626070045,0.853977626070045
"mechburn","post_18","mechburn","post_18",380,"0380-00102",132.871839558607,189.790880933168,70.0096015705809,0.700096015705809
"mechburn","post_18","mechburn","post_18",380,"0380-00104",65.2590037826012,152.939241393067,42.6698885048605,0.426698885048605
"mechburn","post_18","mechburn","post_18",380,"0380-00107",86.4981954086134,156.029242516552,55.4371693494812,0.554371693494812
"mechburn","post_18","mechburn","post_18",380,"0380-00110",123.314037474235,128.462095767404,95.9925468579541,0.959925468579541
"mechburn","post_18","mechburn","post_18",380,"0380-00112",84.4996549228968,142.12428224097,59.4547628248555,0.594547628248555
"mechburn","post_18","mechburn","post_18",380,"0380-00114",234.361869420602,234.361869420602,100,1
"mechburn","post_18","mechburn","post_18",380,"0380-00117",207.16133862964,207.16133862964,100,1
"mechburn","post_18","mechburn","post_18",380,"0380-00118",121.274460127642,154.923511995924,78.2802161952234,0.782802161952234
"mechburn","post_18","mechburn","post_18",380,"0380-00119",215.627111841449,223.477748047751,96.4870613406107,0.964870613406107
"mechburn","post_18","mechburn","post_18",380,"0380-00120",201.908887181851,281.697751733619,71.6757183680973,0.716757183680974
"mechburn","post_18","mechburn","post_18",380,"0380-00125",80.9374389772964,226.868754682004,35.6758863029614,0.356758863029614
"mechburn","post_18","mechburn","post_18",380,"0380-00126",120.004577253862,120.004577253862,100,1
"mechburn","post_18","mechburn","post_18",570,"0570-00013",40.0609396828262,130.156803940122,30.778982327544,0.30778982327544
"mechburn","post_18","mechburn","post_18",570,"0570-00017",189.779708037728,211.4328788694,89.7588440608391,0.897588440608391
"mechburn","post_18","mechburn","post_18",570,"0570-00023",134.418210155616,207.053915144673,64.9194245188242,0.649194245188242
"mechburn","post_18","mechburn","post_18",570,"0570-00101",123.020071910024,180.06360454062,68.3203428165699,0.683203428165699
"mechburn","post_18","mechburn","post_18",570,"0570-00102",38.1840051518655,86.8579046865226,43.9614624479773,0.439614624479773
"mechburn","post_18","mechburn","post_18",570,"0570-00103",112.826759247262,150.22106418707,75.1071494918709,0.751071494918709
"mechburn","post_18","mechburn","post_18",570,"0570-00104",57.1328614731073,89.6246287620673,63.7468319392227,0.637468319392227
"mechburn","post_18","mechburn","post_18",570,"0570-00105",69.1963580175431,152.468682242043,45.3839811560083,0.453839811560083
"mechburn","post_18","mechburn","post_18",570,"0570-00106",212.634231966834,260.96020583027,81.4814777181518,0.814814777181518
"mechburn","post_18","mechburn","post_18",570,"0570-00107",124.980797745346,197.163049949722,63.389564006652,0.63389564006652
"mechburn","post_18","mechburn","post_18",570,"0570-00110",89.2041489777859,111.779820269564,79.80344642053,0.7980344642053
"mechburn","post_18","mechburn","post_18",570,"0570-00111",44.1700290659124,138.997845060416,31.7774919796157,0.317774919796157
"mechburn","post_18","mechburn","post_18",570,"0570-00113",131.164151273742,185.141405579709,70.8453902372865,0.708453902372865
"mechburn","post_18","mechburn","post_18",570,"0570-00115",51.8083832904544,107.134245030995,48.3583781035334,0.483583781035334
"mechburn","pre_treatment","mechburn","pre_treatment",180,"0180-00004",218.158855619239,288.68593301005,75.5696175925703,0.755696175925703
"mechburn","pre_treatment","mechburn","pre_treatment",180,"0180-00008",53.7654528922243,129.786942381157,41.4259338465086,0.414259338465086
"mechburn","pre_treatment","mechburn","pre_treatment",180,"0180-00010",70.2963818424241,150.812465471829,46.6117847901341,0.466117847901341
"mechburn","pre_treatment","mechburn","pre_treatment",180,"0180-00013",77.473339732706,119.448317187389,64.8592977757627,0.648592977757627
"mechburn","pre_treatment","mechburn","pre_treatment",180,"0180-00101",112.582744154201,301.322497654727,37.3628736753687,0.373628736753687
"mechburn","pre_treatment","mechburn","pre_treatment",180,"0180-00102",224.884576752843,339.43321118821,66.2529679890836,0.662529679890836
"mechburn","pre_treatment","mechburn","pre_treatment",180,"0180-00107",246.454927418988,282.720085193311,87.1727692252475,0.871727692252475
"mechburn","pre_treatment","mechburn","pre_treatment",180,"0180-00108",93.2492499854023,179.801207599499,51.8624158482361,0.518624158482361
"mechburn","pre_treatment","mechburn","pre_treatment",180,"0180-00111",37.7583279083368,204.470457452752,18.4663977274378,0.184663977274378
"mechburn","pre_treatment","mechburn","pre_treatment",180,"0180-00114",288.199589746924,383.700888645891,75.1104827419091,0.751104827419091
"mechburn","pre_treatment","mechburn","pre_treatment",180,"0180-00117",49.6863668084736,184.264284068596,26.9647300667214,0.269647300667214
"mechburn","pre_treatment","mechburn","pre_treatment",180,"0180-00120",44.3436188500748,102.922253939404,43.0845780701446,0.430845780701446
"mechburn","pre_treatment","mechburn","pre_treatment",180,"0180-00121",112.014410931012,226.903693324654,49.3664996323976,0.493664996323976
"mechburn","pre_treatment","mechburn","pre_treatment",380,"0380-00004",38.7169622272676,188.760102570053,20.5112000365114,0.205112000365114
"mechburn","pre_treatment","mechburn","pre_treatment",380,"0380-00006",126.477242346208,176.857773445914,71.5135330960657,0.715135330960657
"mechburn","pre_treatment","mechburn","pre_treatment",380,"0380-00015",90.808354157139,184.023073363131,49.3461784424977,0.493461784424977
"mechburn","pre_treatment","mechburn","pre_treatment",380,"0380-00102",134.229533888999,178.224887470962,75.3146969504295,0.753146969504295
"mechburn","pre_treatment","mechburn","pre_treatment",380,"0380-00103",158.106747604562,257.082431668231,61.5004092572927,0.615004092572927
"mechburn","pre_treatment","mechburn","pre_treatment",380,"0380-00104",193.03038940024,314.973706663285,61.2846041801813,0.612846041801813
"mechburn","pre_treatment","mechburn","pre_treatment",380,"0380-00107",64.3972678922813,205.099995402902,31.3979860242211,0.313979860242211
"mechburn","pre_treatment","mechburn","pre_treatment",380,"0380-00110",117.974649231039,241.559210418655,48.8388122425855,0.488388122425855
"mechburn","pre_treatment","mechburn","pre_treatment",380,"0380-00112",155.106149677627,308.140213043303,50.3362245861204,0.503362245861204
"mechburn","pre_treatment","mechburn","pre_treatment",380,"0380-00113",121.963055247529,233.784385727756,52.1690338162943,0.521690338162943
"mechburn","pre_treatment","mechburn","pre_treatment",380,"0380-00114",153.765253766993,273.26769833479,56.2690924335336,0.562690924335336
"mechburn","pre_treatment","mechburn","pre_treatment",380,"0380-00117",140.149188783197,210.883127049042,66.4582277133079,0.664582277133079
"mechburn","pre_treatment","mechburn","pre_treatment",380,"0380-00118",52.5806352156555,172.271936774241,30.5218808125211,0.305218808125211
"mechburn","pre_treatment","mechburn","pre_treatment",380,"0380-00119",85.7240634465121,185.015192934781,46.3335264994861,0.463335264994861
"mechburn","pre_treatment","mechburn","pre_treatment",380,"0380-00125",147.89999668962,334.720192798238,44.1861590282875,0.441861590282875
"mechburn","pre_treatment","mechburn","pre_treatment",380,"0380-00126",224.019786355548,322.40486960233,69.4839958936926,0.694839958936926
"mechburn","pre_treatment","mechburn","pre_treatment",380,"0380-00127",257.148714941153,330.523484890369,77.8004367908823,0.778004367908823
"mechburn","pre_treatment","mechburn","pre_treatment",570,"0570-00017",263.330815000216,311.081419852673,84.6501263640007,0.846501263640007
"mechburn","pre_treatment","mechburn","pre_treatment",570,"0570-00023",55.4518996185785,178.608043062078,31.0466979358289,0.310466979358289
"mechburn","pre_treatment","mechburn","pre_treatment",570,"0570-00103",36.2990303028619,230.18932774442,15.7692064434737,0.157692064434737
"mechburn","pre_treatment","mechburn","pre_treatment",570,"0570-00104",40.7408249750284,87.421930364672,46.6025227366658,0.466025227366658
"mechburn","pre_treatment","mechburn","pre_treatment",570,"0570-00105",46.1578687780717,194.668603300746,23.7109980733575,0.237109980733575
"mechburn","pre_treatment","mechburn","pre_treatment",570,"0570-00106",131.358067079629,217.132985803799,60.4965968636029,0.604965968636029
"mechburn","pre_treatment","mechburn","pre_treatment",570,"0570-00107",51.1518636080305,162.415039482058,31.4945363256715,0.314945363256715
"mechburn","pre_treatment","mechburn","pre_treatment",570,"0570-00113",35.1675638166536,166.899582881971,21.0710914966898,0.210710914966898
"mechburn","pre_treatment","mechburn","pre_treatment",570,"0570-00115",90.0125049586225,182.671996273813,49.2754810779534,0.492754810779534
"burn","post_18","burn","post_18",60,"0060-00027",0,90.4070113969824,0,0
"burn","post_18","burn","post_18",60,"0060-00101",0,103.607063036167,0,0
"burn","post_18","burn","post_18",60,"0060-00106",0,184.806641725829,0,0
"burn","post_18","burn","post_18",60,"0060-00108",0,12.6819637057612,0,0
"burn","post_18","burn","post_18",340,"0340-00026",0,81.7427975687073,0,0
"burn","post_18","burn","post_18",340,"0340-00108",0,124.085739468232,0,0
"burn","post_18","burn","post_18",340,"0340-00115",0,161.274130237324,0,0
"burn","post_18","burn","post_18",400,"0400-00002",0,85.8854274704697,0,0
"burn","post_18","burn","post_18",400,"0400-00023",0,80.6813685372738,0,0
"burn","post_18","burn","post_18",400,"0400-00119",0,96.8098550440407,0,0
"burn","pre_treatment","burn","pre_treatment",60,"0060-00027",0,56.8817566108277,0,0
"burn","pre_treatment","burn","pre_treatment",60,"0060-00101",0,76.1887622545748,0,0
"burn","pre_treatment","burn","pre_treatment",60,"0060-00103",0,112.951370535723,0,0
"burn","pre_treatment","burn","pre_treatment",60,"0060-00104",0,70.2404944810185,0,0
"burn","pre_treatment","burn","pre_treatment",60,"0060-00105",0,125.404528432227,0,0
"burn","pre_treatment","burn","pre_treatment",60,"0060-00106",0,134.436941332909,0,0
"burn","pre_treatment","burn","pre_treatment",60,"0060-00108",0,51.9344617442666,0,0
"burn","pre_treatment","burn","pre_treatment",60,"0060-00111",0,113.223392585149,0,0
"burn","pre_treatment","burn","pre_treatment",60,"0060-00112",0,113.952471746209,0,0
"burn","pre_treatment","burn","pre_treatment",60,"0060-00119",0,206.621920960029,0,0
"burn","pre_treatment","burn","pre_treatment",340,"0340-00013",0,133.288254172902,0,0
"burn","pre_treatment","burn","pre_treatment",340,"0340-00025",0,74.4424745303345,0,0
"burn","pre_treatment","burn","pre_treatment",340,"0340-00108",0,81.8454940925122,0,0
"burn","pre_treatment","burn","pre_treatment",340,"0340-00109",0,86.1548440381341,0,0
"burn","pre_treatment","burn","pre_treatment",340,"0340-00111",0,155.092448071189,0,0
"burn","pre_treatment","burn","pre_treatment",340,"0340-00115",0,77.573164562608,0,0
"burn","pre_treatment","burn","pre_treatment",340,"0340-00117",0,182.599224361123,0,0
"burn","pre_treatment","burn","pre_treatment",340,"0340-00121",0,172.578659126526,0,0
"burn","pre_treatment","burn","pre_treatment",340,"0340-00122",0,139.979525899279,0,0
"burn","pre_treatment","burn","pre_treatment",400,"0400-00002",0,92.2602426834873,0,0
"burn","pre_treatment","burn","pre_treatment",400,"0400-00023",0,49.2411316606315,0,0
"burn","pre_treatment","burn","pre_treatment",400,"0400-00105",0,177.007405906184,0,0
"burn","pre_treatment","burn","pre_treatment",400,"0400-00109",0,129.482352555328,0,0
"burn","pre_treatment","burn","pre_treatment",400,"0400-00118",0,111.962709416677,0,0
"burn","pre_treatment","burn","pre_treatment",400,"0400-00119",0,95.7162223929091,0,0
"burn","pre_treatment","burn","pre_treatment",400,"0400-00121",0,190.805700505511,0,0
"control","post_18","control","post_18",40,"0040-00012",0,172.749000708329,0,0
"control","post_18","control","post_18",40,"0040-00107",0,189.541273092469,0,0
"control","post_18","control","post_18",40,"0040-00108",0,156.016094676359,0,0
"control","post_18","control","post_18",40,"0040-00116",0,213.053278560418,0,0
"control","post_18","control","post_18",240,"0240-00005",0,132.892052461117,0,0
"control","post_18","control","post_18",240,"0240-00022",0,200.087691978344,0,0
"control","post_18","control","post_18",240,"0240-00110",0,96.9820273286144,0,0
"control","post_18","control","post_18",240,"0240-00112",0,161.734631160236,0,0
"control","post_18","control","post_18",590,"0590-00101",0,70.6294485300866,0,0
"control","post_18","control","post_18",590,"0590-00104",0,162.285570676356,0,0
"control","post_18","control","post_18",590,"0590-00113",0,187.872427598276,0,0
"control","post_18","control","post_18",590,"0590-00116",0,236.635743548163,0,0
"control","pre_treatment","control","pre_treatment",40,"0040-00002",0,144.562626056258,0,0
"control","pre_treatment","control","pre_treatment",40,"0040-00012",0,150.847765788784,0,0
"control","pre_treatment","control","pre_treatment",40,"0040-00107",0,132.420565985964,0,0
"control","pre_treatment","control","pre_treatment",40,"0040-00108",0,135.938612729319,0,0
"control","pre_treatment","control","pre_treatment",40,"0040-00114",0,165.011888091653,0,0
"control","pre_treatment","control","pre_treatment",40,"0040-00115",0,155.906327502801,0,0
"control","pre_treatment","control","pre_treatment",40,"0040-00116",0,195.643814801332,0,0
"control","pre_treatment","control","pre_treatment",240,"0240-00003",0,90.334845650073,0,0
"control","pre_treatment","control","pre_treatment",240,"0240-00005",0,84.8303584483195,0,0
"control","pre_treatment","control","pre_treatment",240,"0240-00022",0,150.27785280239,0,0
"control","pre_treatment","control","pre_treatment",240,"0240-00026",0,140.8182413777,0,0
"control","pre_treatment","control","pre_treatment",240,"0240-00101",0,212.983643425295,0,0
"control","pre_treatment","control","pre_treatment",240,"0240-00105",0,163.721706460618,0,0
"control","pre_treatment","control","pre_treatment",240,"0240-00106",0,169.216270184454,0,0
"control","pre_treatment","control","pre_treatment",240,"0240-00110",0,84.9270779397298,0,0
"control","pre_treatment","control","pre_treatment",240,"0240-00112",0,115.313907670818,0,0
"control","pre_treatment","control","pre_treatment",590,"0590-00009",0,114.920277980663,0,0
"control","pre_treatment","control","pre_treatment",590,"0590-00101",0,55.9165049180725,0,0
"control","pre_treatment","control","pre_treatment",590,"0590-00102",0,113.899042612241,0,0
"control","pre_treatment","control","pre_treatment",590,"0590-00104",0,88.1227277313698,0,0
"control","pre_treatment","control","pre_treatment",590,"0590-00113",0,207.236249615903,0,0
"control","pre_treatment","control","pre_treatment",590,"0590-00116",0,102.166615216661,0,0
"control","pre_treatment","control","pre_treatment",590,"0590-00117",0,61.4193947913614,0,0
"mech","post_18","mech","post_18",190,"0190-00106",0,61.671812037115,0,0
"mech","post_18","mech","post_18",350,"0350-00101",0,135.618109921158,0,0
"mech","post_18","mech","post_18",350,"0350-00103",0,215.215617411134,0,0
"mech","post_18","mech","post_18",490,"0490-00020",0,68.5188387723762,0,0
"mech","pre_treatment","mech","pre_treatment",190,"0190-00025",0,142.032893540654,0,0
"mech","pre_treatment","mech","pre_treatment",190,"0190-00106",0,77.707534885305,0,0
"mech","pre_treatment","mech","pre_treatment",190,"0190-00108",0,121.536433332692,0,0
"mech","pre_treatment","mech","pre_treatment",190,"0190-00114",0,124.110277442026,0,0
"mech","pre_treatment","mech","pre_treatment",350,"0350-00003",0,120.338422802987,0,0
"mech","pre_treatment","mech","pre_treatment",350,"0350-00103",0,226.072793903876,0,0
"mech","pre_treatment","mech","pre_treatment",350,"0350-00105",0,161.308608161744,0,0
"mech","pre_treatment","mech","pre_treatment",350,"0350-00106",0,129.373217503856,0,0
"mech","pre_treatment","mech","pre_treatment",350,"0350-00110",0,106.099493762353,0,0
"mech","pre_treatment","mech","pre_treatment",350,"0350-00112",0,168.709118266325,0,0
"mech","pre_treatment","mech","pre_treatment",350,"0350-00115",0,110.896794358135,0,0
"mech","pre_treatment","mech","pre_treatment",490,"0490-00004",0,140.851017406159,0,0
"mech","pre_treatment","mech","pre_treatment",490,"0490-00018",0,89.9116048818426,0,0
"mech","pre_treatment","mech","pre_treatment",490,"0490-00020",0,150.353179845525,0,0
"mech","pre_treatment","mech","pre_treatment",490,"0490-00120",0,174.429878372177,0,0
"mechburn","post_18","mechburn","post_18",180,"0180-00101",0,81.8324190036707,0,0
"mechburn","post_18","mechburn","post_18",180,"0180-00110",0,21.0789011695712,0,0
"mechburn","post_18","mechburn","post_18",180,"0180-00120",0,15.0678941095527,0,0
"mechburn","post_18","mechburn","post_18",380,"0380-00002",0,107.299136272706,0,0
"mechburn","post_18","mechburn","post_18",380,"0380-00103",0,17.7054407416794,0,0
"mechburn","post_18","mechburn","post_18",380,"0380-00113",0,234.719753974491,0,0
"mechburn","post_18","mechburn","post_18",380,"0380-00127",0,19.5167056261091,0,0
"mechburn","post_18","mechburn","post_18",570,"0570-00011",0,107.333666790489,0,0
"mechburn","post_18","mechburn","post_18",570,"0570-00025",0,44.2888975511976,0,0
"mechburn","post_18","mechburn","post_18",570,"0570-00112",0,135.460469475833,0,0
"mechburn","post_18","mechburn","post_18",570,"0570-00119",0,124.232080289321,0,0
"mechburn","pre_treatment","mechburn","pre_treatment",180,"0180-00018",0,76.7224628099239,0,0
"mechburn","pre_treatment","mechburn","pre_treatment",180,"0180-00109",0,152.954135736189,0,0
"mechburn","pre_treatment","mechburn","pre_treatment",180,"0180-00110",0,36.9035175331638,0,0
"mechburn","pre_treatment","mechburn","pre_treatment",380,"0380-00002",0,108.85378754351,0,0
"mechburn","pre_treatment","mechburn","pre_treatment",380,"0380-00010",0,138.432863362222,0,0
"mechburn","pre_treatment","mechburn","pre_treatment",380,"0380-00120",0,227.881896126512,0,0
"mechburn","pre_treatment","mechburn","pre_treatment",570,"0570-00011",0,92.3284059414851,0,0
"mechburn","pre_treatment","mechburn","pre_treatment",570,"0570-00013",0,128.476580040207,0,0
"mechburn","pre_treatment","mechburn","pre_treatment",570,"0570-00025",0,83.1963031116014,0,0
"mechburn","pre_treatment","mechburn","pre_treatment",570,"0570-00101",0,126.859533202356,0,0
"mechburn","pre_treatment","mechburn","pre_treatment",570,"0570-00102",0,119.178063640643,0,0
"mechburn","pre_treatment","mechburn","pre_treatment",570,"0570-00110",0,125.826528464854,0,0
"mechburn","pre_treatment","mechburn","pre_treatment",570,"0570-00111",0,112.172346817812,0,0
"mechburn","pre_treatment","mechburn","pre_treatment",570,"0570-00112",0,179.311495200676,0,0
"mechburn","pre_treatment","mechburn","pre_treatment",570,"0570-00119",0,131.418112776007,0,0
