"treatment","timestep","treatment_factor","timestep_factor","comp","plot_id","tree_carbon_large","tree_carbon","large_percentage","large_percentage_01"
"burn","pre_treatment","burn","pre_treatment",400,"0400-00106",115.900170988762,270.667467804919,42.8201334754775,0.428201334754775
"burn","pre_treatment","burn","pre_treatment",400,"0400-00108",126.593436096389,228.652024704506,55.3651061082837,0.553651061082837
"burn","pre_treatment","burn","pre_treatment",400,"0400-00110",39.4879816484794,180.532872676171,21.8730146278182,0.218730146278182
"burn","pre_treatment","burn","pre_treatment",400,"0400-00112",56.7808481157405,150.253639151446,37.7899985893247,0.377899985893247
"burn","pre_treatment","burn","pre_treatment",400,"0400-00116",58.2248731597046,188.67805013919,30.8593782460394,0.308593782460394
"burn","pre_treatment","burn","pre_treatment",400,"0400-00120",93.5039781272613,154.080053122385,60.6853231371823,0.606853231371823
"control","post_18","control","post_18",40,"0040-00002",41.0655310719236,211.854342183044,19.3838514937978,0.193838514937978
"control","post_18","control","post_18",40,"0040-00003",211.357983440597,285.108958503747,74.1323543636807,0.741323543636807
"control","post_18","control","post_18",40,"0040-00005",129.634328619014,282.879539067948,45.8266897090337,0.458266897090337
"control","post_18","control","post_18",40,"0040-00007",54.4215474423333,164.682956387524,33.0462536233993,0.330462536233993
"control","post_18","control","post_18",40,"0040-00101",71.8162983451957,255.930362418108,28.0608747108602,0.280608747108602
"control","post_18","control","post_18",40,"0040-00103",292.183523919077,386.104253104239,75.6747747713086,0.756747747713086
"control","post_18","control","post_18",40,"0040-00104",239.509420867103,339.082514297453,70.6345537643967,0.706345537643967
"control","post_18","control","post_18",40,"0040-00105",310.621597589574,550.578264805632,56.4173374514214,0.564173374514214
"control","post_18","control","post_18",40,"0040-00106",109.601789558668,243.737096796599,44.9672171364755,0.449672171364755
"control","post_18","control","post_18",40,"0040-00109",410.949048605322,464.462025693518,88.4785032730518,0.884785032730518
"control","post_18","control","post_18",40,"0040-00110",423.81169352807,551.935350634781,76.7864738217337,0.767864738217337
"control","post_18","control","post_18",40,"0040-00111",117.384979175499,263.638476105109,44.5249801583209,0.445249801583209
"control","post_18","control","post_18",40,"0040-00112",105.926931921181,188.755756980595,56.1185171862446,0.561185171862446
"control","post_18","control","post_18",40,"0040-00113",196.77573016882,410.830643333598,47.8970430667307,0.478970430667307
"control","post_18","control","post_18",40,"0040-00114",73.5240149916248,151.284838075754,48.5997248149933,0.485997248149933
"control","post_18","control","post_18",40,"0040-00115",39.8745605973569,197.169521345316,20.2234910980597,0.202234910980597
"control","post_18","control","post_18",240,"0240-00003",137.074568743315,209.301853693115,65.4913304992981,0.654913304992981
"control","post_18","control","post_18",240,"0240-00007",72.3462841329221,153.262040772667,47.2043069296154,0.472043069296154
"control","post_18","control","post_18",240,"0240-00009",109.225618492226,212.159458641217,51.4827946827193,0.514827946827193
"control","post_18","control","post_18",240,"0240-00026",204.976243186058,234.095363322281,87.5610009002466,0.875610009002466
"control","post_18","control","post_18",240,"0240-00101",43.799097223913,223.316795185263,19.6129884398428,0.196129884398428
"control","post_18","control","post_18",240,"0240-00102",242.175394345544,342.500070802453,70.7081297175047,0.707081297175047
"control","post_18","control","post_18",240,"0240-00104",117.142662271102,241.719267847496,48.4622774651993,0.484622774651993
"control","post_18","control","post_18",240,"0240-00105",147.595468995458,259.256002868477,56.9303959647694,0.569303959647694
"control","post_18","control","post_18",240,"0240-00106",76.7942188330847,281.655088279391,27.2653404922363,0.272653404922363
"control","post_18","control","post_18",240,"0240-00107",93.8619256937219,130.144633054588,72.1212419526758,0.721212419526758
"control","post_18","control","post_18",240,"0240-00109",49.1456385034583,173.566924503464,28.3150943902779,0.283150943902779
"control","post_18","control","post_18",240,"0240-00113",137.106624848483,323.393144247557,42.3962682225347,0.423962682225347
"control","post_18","control","post_18",240,"0240-00114",203.397413893083,308.767427502348,65.873986624297,0.65873986624297
"control","post_18","control","post_18",240,"0240-00115",55.6269270136677,304.111934782759,18.2915961694843,0.182915961694843
"control","post_18","control","post_18",590,"0590-00005",88.0203384197055,224.487949716169,39.2093822991363,0.392093822991363
"control","post_18","control","post_18",590,"0590-00009",62.6843014347278,198.319445022674,31.6077434704202,0.316077434704202
"control","post_18","control","post_18",590,"0590-00013",131.960622821515,247.605207416526,53.2947687968161,0.532947687968161
"control","post_18","control","post_18",590,"0590-00021",50.9239076605154,163.254566716814,31.1929452784311,0.311929452784311
"control","post_18","control","post_18",590,"0590-00102",104.766571149922,214.075533512908,48.9390681086892,0.489390681086892
"control","post_18","control","post_18",590,"0590-00105",170.392490461439,248.061201721823,68.6896980578677,0.686896980578677
"control","post_18","control","post_18",590,"0590-00106",258.612541277614,386.995176263598,66.8257790121555,0.668257790121555
"control","post_18","control","post_18",590,"0590-00107",129.203702299082,303.777235570976,42.5323846456871,0.425323846456871
"control","post_18","control","post_18",590,"0590-00109",318.454072200675,417.425257951664,76.2900821486828,0.762900821486828
"control","post_18","control","post_18",590,"0590-00111",291.052599586594,452.149652779051,64.3708554894811,0.643708554894811
"control","post_18","control","post_18",590,"0590-00115",155.799577638754,222.171968618414,70.1256682414079,0.701256682414079
"control","post_18","control","post_18",590,"0590-00117",84.8828452575847,125.368342197549,67.7067621456068,0.677067621456068
"control","post_18","control","post_18",590,"0590-00118",281.832032574286,363.006768410476,77.6382307713888,0.776382307713888
"control","pre_treatment","control","pre_treatment",40,"0040-00003",101.42462637777,222.894039435171,45.5035166641453,0.455035166641453
"control","pre_treatment","control","pre_treatment",40,"0040-00005",52.129196033427,198.328675702853,26.2842455074574,0.262842455074574
"control","pre_treatment","control","pre_treatment",40,"0040-00007",39.7250357484118,122.339044026254,32.4712654611612,0.324712654611612
"control","pre_treatment","control","pre_treatment",40,"0040-00101",53.7091022940115,188.089112052051,28.5551362904772,0.285551362904772
"control","pre_treatment","control","pre_treatment",40,"0040-00103",174.190877888029,283.722856250499,61.394728711682,0.61394728711682
"control","pre_treatment","control","pre_treatment",40,"0040-00104",82.3363990153017,227.093548140176,36.2565998416118,0.362565998416118
"control","pre_treatment","control","pre_treatment",40,"0040-00105",136.535335351036,346.284275294821,39.428684780674,0.39428684780674
"control","pre_treatment","control","pre_treatment",40,"0040-00106",47.5960347762384,177.556432850164,26.8061449603483,0.268061449603483
"control","pre_treatment","control","pre_treatment",40,"0040-00109",239.847356417568,325.320192486147,73.726550628357,0.73726550628357
"control","pre_treatment","control","pre_treatment",40,"0040-00110",309.573953801174,426.551923715945,72.5759131747181,0.725759131747181
"control","pre_treatment","control","pre_treatment",40,"0040-00111",89.4335515636087,195.03709201795,45.8546375144773,0.458546375144773
"control","pre_treatment","control","pre_treatment",40,"0040-00112",47.6764644841371,233.278005844321,20.4376166160964,0.204376166160964
"control","pre_treatment","control","pre_treatment",40,"0040-00113",66.4607439933561,311.917417141848,21.3071602741351,0.213071602741351
"control","pre_treatment","control","pre_treatment",240,"0240-00007",89.5041972134561,141.79106293949,63.124004685438,0.63124004685438
"control","pre_treatment","control","pre_treatment",240,"0240-00009",41.1166208689652,139.563160918572,29.4609412672694,0.294609412672694
"control","pre_treatment","control","pre_treatment",240,"0240-00102",75.8855644466252,197.083037571682,38.5043610965375,0.385043610965375
"control","pre_treatment","control","pre_treatment",240,"0240-00104",43.2071446686915,197.782165825308,21.8458244141459,0.218458244141459
"control","pre_treatment","control","pre_treatment",240,"0240-00107",38.9836576954573,61.9397596623516,62.9380189848435,0.629380189848435
"control","pre_treatment","control","pre_treatment",240,"0240-00109",33.3731415713289,153.887552242195,21.6867063547835,0.216867063547835
"control","pre_treatment","control","pre_treatment",240,"0240-00113",62.4538762927566,208.076094170201,30.0149214842868,0.300149214842868
"control","pre_treatment","control","pre_treatment",240,"0240-00114",84.1884786574028,151.119541974836,55.7098556263634,0.557098556263634
"control","pre_treatment","control","pre_treatment",240,"0240-00115",36.8998965925563,202.839840832918,18.1916414650272,0.181916414650272
"control","pre_treatment","control","pre_treatment",590,"0590-00005",53.4992421304312,131.593802775661,40.6548340438462,0.406548340438462
"control","pre_treatment","control","pre_treatment",590,"0590-00013",62.5662034772584,150.140032716915,41.6718994561733,0.416718994561733
"control","pre_treatment","control","pre_treatment",590,"0590-00021",45.9340674501414,118.854448702738,38.6473270050035,0.386473270050035
"control","pre_treatment","control","pre_treatment",590,"0590-00105",71.3170759085339,178.021732042238,40.0608819442409,0.400608819442409
"control","pre_treatment","control","pre_treatment",590,"0590-00106",159.002812483889,242.217561521787,65.6446260481355,0.656446260481355
"control","pre_treatment","control","pre_treatment",590,"0590-00107",49.348474342559,172.140982532597,28.6674757030704,0.286674757030704
"control","pre_treatment","control","pre_treatment",590,"0590-00109",215.673266721366,271.982829649594,79.2966478800246,0.792966478800246
"control","pre_treatment","control","pre_treatment",590,"0590-00111",104.522006753025,263.1246239705,39.7233847504683,0.397233847504683
"control","pre_treatment","control","pre_treatment",590,"0590-00115",83.2554616493033,134.016559835688,62.1232642826973,0.621232642826973
"control","pre_treatment","control","pre_treatment",590,"0590-00118",114.148705246773,198.786418672654,57.4227887443076,0.574227887443076
"mech","post_18","mech","post_18",190,"0190-00010",118.037709204389,149.085876648018,79.1743066870567,0.791743066870567
"mech","post_18","mech","post_18",190,"0190-00024",157.266285146753,263.32457947975,59.7233594590616,0.597233594590616
"mech","post_18","mech","post_18",190,"0190-00025",98.3679132117597,150.289860640964,65.4521288343969,0.654521288343969
"mech","post_18","mech","post_18",190,"0190-00026",121.08500279983,171.839533510542,70.463996454228,0.70463996454228
"mech","post_18","mech","post_18",190,"0190-00027",49.007677598231,98.9102288017516,49.5476334368394,0.495476334368394
"mech","post_18","mech","post_18",190,"0190-00102",274.25913597071,292.343994400465,93.8138430150262,0.938138430150262
"mech","post_18","mech","post_18",190,"0190-00104",119.235368733052,183.336819948822,65.0362370015669,0.650362370015669
"mech","post_18","mech","post_18",190,"0190-00108",74.4394318642895,103.607504792003,71.8475288192012,0.718475288192012
"mech","post_18","mech","post_18",190,"0190-00110",104.609422985489,153.023193583178,68.3618087794169,0.683618087794169
"mech","post_18","mech","post_18",190,"0190-00111",198.061590199796,240.11028552595,82.4877575593864,0.824877575593864
"mech","post_18","mech","post_18",190,"0190-00113",159.213250720487,300.789133356043,52.9318492806143,0.529318492806143
"mech","post_18","mech","post_18",190,"0190-00114",54.3687535340912,170.177236213094,31.9483115039025,0.319483115039025
"mech","post_18","mech","post_18",190,"0190-00116",53.8515268536534,214.672351852061,25.0854506363094,0.250854506363094
"mech","post_18","mech","post_18",350,"0350-00002",127.887759514782,178.529537026857,71.6339501264393,0.716339501264393
"mech","post_18","mech","post_18",350,"0350-00003",58.8670719614849,100.860711366453,58.3647201808897,0.583647201808897
"mech","post_18","mech","post_18",350,"0350-00005",237.599998016209,242.864922258418,97.832159459979,0.97832159459979
"mech","post_18","mech","post_18",350,"0350-00102",84.166152058464,142.890376355173,58.9026036639851,0.589026036639851
"mech","post_18","mech","post_18",350,"0350-00105",50.2746203872738,145.213406957357,34.6211974780244,0.346211974780244
"mech","post_18","mech","post_18",350,"0350-00106",50.7997927382951,146.34304640588,34.7128162122596,0.347128162122596
"mech","post_18","mech","post_18",350,"0350-00109",88.7859855500934,154.894816743658,57.3201785680338,0.573201785680338
"mech","post_18","mech","post_18",350,"0350-00110",105.599993216368,121.322704532745,87.0405861978344,0.870405861978344
"mech","post_18","mech","post_18",350,"0350-00111",372.696530735249,392.520007340468,94.9496901471256,0.949496901471256
"mech","post_18","mech","post_18",350,"0350-00112",100.737762378621,194.647173456691,51.7540329970604,0.517540329970605
"mech","post_18","mech","post_18",350,"0350-00113",43.7517595659583,85.0837146419398,51.4220138954676,0.514220138954676
"mech","post_18","mech","post_18",350,"0350-00115",39.7215297219695,77.634855006477,51.16455710345,0.5116455710345
"mech","post_18","mech","post_18",350,"0350-00116",255.585414060896,266.542376194643,95.8892232108917,0.958892232108917
"mech","post_18","mech","post_18",350,"0350-00117",117.676018455669,147.054775858629,80.0218950854047,0.800218950854046
"mech","post_18","mech","post_18",350,"0350-00119",132.328505879847,206.11413279841,64.2015683656545,0.642015683656545
"mech","post_18","mech","post_18",490,"0490-00004",43.2142208404413,126.88827062755,34.0569074089489,0.340569074089489
"mech","post_18","mech","post_18",490,"0490-00008",116.693112987527,140.1259205719,83.2773212202734,0.832773212202734
"mech","post_18","mech","post_18",490,"0490-00018",63.4044860620197,79.632842226436,79.6210260607414,0.796210260607414
"mech","post_18","mech","post_18",490,"0490-00033",49.4750346138598,100.286975681554,49.3334595819902,0.493334595819902
"mech","post_18","mech","post_18",490,"0490-00035",153.833868512078,200.47519001228,76.7346166389244,0.767346166389244
"mech","post_18","mech","post_18",490,"0490-00041",338.13163745927,359.872519755557,93.9587267427215,0.939587267427215
"mech","post_18","mech","post_18",490,"0490-00042",79.0729512110689,116.49893832379,67.8743964097752,0.678743964097752
"mech","post_18","mech","post_18",490,"0490-00102",257.262168500765,263.605969011295,97.593453390178,0.97593453390178
"mech","post_18","mech","post_18",490,"0490-00103",194.627807646506,277.049257593628,70.2502541739287,0.702502541739287
"mech","post_18","mech","post_18",490,"0490-00104",253.315510325573,256.846796980628,98.6251389168303,0.986251389168303
"mech","post_18","mech","post_18",490,"0490-00105",160.437121021465,177.280237763669,90.4991571792349,0.904991571792349
"mech","post_18","mech","post_18",490,"0490-00110",91.6632155280037,115.591838729042,79.2990374890312,0.792990374890313
"mech","post_18","mech","post_18",490,"0490-00115",304.922982893473,351.143014138627,86.837263056896,0.86837263056896
"mech","post_18","mech","post_18",490,"0490-00117",152.464389491164,218.910816435677,69.6468050202366,0.696468050202366
"mech","post_18","mech","post_18",490,"0490-00120",102.254798445781,135.37483041824,75.5345717736934,0.755345717736934
"mech","post_18","mech","post_18",490,"0490-00122",180.685684569562,242.035004538372,74.652707741254,0.74652707741254
"mech","post_18","mech","post_18",490,"0490-00124",58.5847304053289,121.786903968492,48.104294054873,0.48104294054873
"mech","post_18","mech","post_18",490,"0490-00125",80.7583223027981,139.656810472487,57.8262685719204,0.578262685719204
"mech","post_18","mech","post_18",490,"0490-00126",132.042105038159,203.144428078861,64.9991271170383,0.649991271170383
"mech","pre_treatment","mech","pre_treatment",190,"0190-00010",110.233439319726,186.348155878568,59.1545641007355,0.591545641007355
"mech","pre_treatment","mech","pre_treatment",190,"0190-00024",129.949696774934,268.693764023837,48.3634956125761,0.483634956125761
"mech","pre_treatment","mech","pre_treatment",190,"0190-00026",51.159915149525,120.449001302597,42.4743373512902,0.424743373512902
"mech","pre_treatment","mech","pre_treatment",190,"0190-00027",40.2003374938034,83.3916891384849,48.2066473399339,0.482066473399339
"mech","pre_treatment","mech","pre_treatment",190,"0190-00102",117.339780534096,198.626478057813,59.0755984204393,0.590755984204393
"mech","pre_treatment","mech","pre_treatment",190,"0190-00104",82.9230941647448,163.224835275323,50.8029884207708,0.508029884207708
"mech","pre_treatment","mech","pre_treatment",190,"0190-00110",35.8145016861853,121.834889813638,29.3959322661744,0.293959322661744
"mech","pre_treatment","mech","pre_treatment",190,"0190-00111",89.8493501653571,189.182479850832,47.4934836651904,0.474934836651904
"mech","pre_treatment","mech","pre_treatment",190,"0190-00113",84.8400807428374,166.478378078742,50.9616213960887,0.509616213960887
"mech","pre_treatment","mech","pre_treatment",190,"0190-00116",38.9012268176841,177.596469846993,21.9042793199657,0.219042793199657
"mech","pre_treatment","mech","pre_treatment",350,"0350-00002",127.148917578807,170.780373505483,74.4517153633731,0.74451715363373
"mech","pre_treatment","mech","pre_treatment",350,"0350-00005",63.9035296095852,195.930291547566,32.6154414944416,0.326154414944416
"mech","pre_treatment","mech","pre_treatment",350,"0350-00101",47.9143564662771,222.107329108559,21.5726138613184,0.215726138613184
"mech","pre_treatment","mech","pre_treatment",350,"0350-00102",55.9210908234588,129.053555237144,43.3316933583893,0.433316933583893
"mech","pre_treatment","mech","pre_treatment",350,"0350-00109",94.4857111612798,155.506953711399,60.7597981352223,0.607597981352223
"mech","pre_treatment","mech","pre_treatment",350,"0350-00111",134.280636169319,261.432640048081,51.3633784001196,0.513633784001196
"mech","pre_treatment","mech","pre_treatment",350,"0350-00113",60.3010386578489,170.082673007261,35.4539575323318,0.354539575323318
"mech","pre_treatment","mech","pre_treatment",350,"0350-00116",138.998033579723,214.921523976454,64.6738544413779,0.646738544413779
"mech","pre_treatment","mech","pre_treatment",350,"0350-00117",41.6919888295817,205.418260389002,20.2961454111379,0.202961454111379
"mech","pre_treatment","mech","pre_treatment",350,"0350-00119",68.949933159602,210.362253608149,32.7767610286388,0.327767610286388
"mech","pre_treatment","mech","pre_treatment",490,"0490-00008",43.1965378250627,120.274499716841,35.9149594691803,0.359149594691803
"mech","pre_treatment","mech","pre_treatment",490,"0490-00033",39.4772672268053,151.624442149152,26.0362159736566,0.260362159736566
"mech","pre_treatment","mech","pre_treatment",490,"0490-00035",45.5045838922553,193.766485541932,23.4842386519973,0.234842386519973
"mech","pre_treatment","mech","pre_treatment",490,"0490-00041",177.018951855099,277.980877133385,63.6802623549387,0.636802623549387
"mech","pre_treatment","mech","pre_treatment",490,"0490-00042",57.9205181694408,128.214528397784,45.1746918958693,0.451746918958693
"mech","pre_treatment","mech","pre_treatment",490,"0490-00102",152.028307053951,211.72751034355,71.8037570116748,0.718037570116748
"mech","pre_treatment","mech","pre_treatment",490,"0490-00103",122.559739926094,303.134609254161,40.4307974690329,0.404307974690329
"mech","pre_treatment","mech","pre_treatment",490,"0490-00104",253.89612833635,354.656520519382,71.5893022252989,0.715893022252989
"mech","pre_treatment","mech","pre_treatment",490,"0490-00105",96.6653346770609,189.127897735692,51.1110924587931,0.511110924587931
"mech","pre_treatment","mech","pre_treatment",490,"0490-00110",63.3956704596157,168.045298600817,37.7253460748157,0.377253460748157
"mech","pre_treatment","mech","pre_treatment",490,"0490-00115",208.542646774427,363.714049169968,57.3369786650645,0.573369786650645
"mech","pre_treatment","mech","pre_treatment",490,"0490-00117",79.0899577372488,185.544009192073,42.6259829577013,0.426259829577013
"mech","pre_treatment","mech","pre_treatment",490,"0490-00122",55.2050225788105,237.720576323862,23.222652171094,0.23222652171094
"mech","pre_treatment","mech","pre_treatment",490,"0490-00124",57.1389328356809,168.752729668254,33.8595606411871,0.338595606411871
"mech","pre_treatment","mech","pre_treatment",490,"0490-00125",52.4168085518973,96.7610040202743,54.1714186232652,0.541714186232652
"mech","pre_treatment","mech","pre_treatment",490,"0490-00126",66.6137506356846,192.386110003107,34.6250312117692,0.346250312117692
"mechburn","post_18","mechburn","post_18",180,"0180-00004",262.565913368715,290.805886049519,90.2890642743057,0.902890642743057
"mechburn","post_18","mechburn","post_18",180,"0180-00008",67.5269802635267,118.685251272738,56.8958480850749,0.568958480850749
"mechburn","post_18","mechburn","post_18",180,"0180-00010",44.5935937585045,45.8938915639008,97.1667301222739,0.971667301222739
"mechburn","post_18","mechburn","post_18",180,"0180-00013",97.5524032702484,97.5524032702484,100,1
"mechburn","post_18","mechburn","post_18",180,"0180-00018",53.1456670168692,85.4260936720893,62.2124514096015,0.622124514096015
