"","treatment","timestep","comp","plot_id","tree_carbon","understory_carbon","fuels_carbon","soil_carbon","all_carbon","treatment_factor","timestep_factor"
"216","control","pre_treatment",590,"0590-00116",102.166615216661,1.549509369,7.92800781113,41.9602796128329,153.604412009623,"control","pre_treatment"
"217","control","pre_treatment",590,"0590-00117",61.4193947913614,1.571720781,8.38417661168,63.1065575360547,134.481849720096,"control","pre_treatment"
"218","control","pre_treatment",590,"0590-00118",198.786418672654,0.502530109,19.574495745989,54.8100319765866,273.673476504229,"control","pre_treatment"
"219","mech","post_18",190,"0190-00010",149.085876648018,0.101235711,71.16335382995,49.2225755,269.573041688968,"mech","post_18"
"220","mech","post_18",190,"0190-00024",263.32457947975,0,77.348435816205,61.1918431,401.864858395955,"mech","post_18"
"221","mech","post_18",190,"0190-00025",150.289860640964,0,41.2116961432145,55.3454249,246.846981684179,"mech","post_18"
"222","mech","post_18",190,"0190-00026",171.839533510542,0,31.326213394,51.9407398,255.106486704542,"mech","post_18"
"223","mech","post_18",190,"0190-00102",292.343994400465,0.101235711,27.450520232999,71.2925344,391.188284744464,"mech","post_18"
"224","mech","post_18",190,"0190-00106",61.671812037115,0,178.203874066825,59.1759795,299.05166560394,"mech","post_18"
"225","mech","post_18",190,"0190-00108",103.607504792003,0,28.2015819212805,62.8766773,194.685764013283,"mech","post_18"
"226","mech","post_18",190,"0190-00110",153.023193583178,0,71.8923798817465,58.3567648,283.272338264925,"mech","post_18"
"227","mech","post_18",190,"0190-00111",240.11028552595,0,34.642155120125,38.1566541,312.909094746075,"mech","post_18"
"228","mech","post_18",350,"0350-00002",178.529537026857,0,40.421281234895,72.6325605,291.583378761752,"mech","post_18"
"229","mech","post_18",350,"0350-00003",100.860711366453,0,30.155185736156,65.2068371,196.222734202609,"mech","post_18"
"230","mech","post_18",350,"0350-00005",242.864922258418,0,39.84594223972,53.1266424,335.837506898138,"mech","post_18"
"231","mech","post_18",350,"0350-00101",135.618109921158,0,20.898604530952,60.8463812,217.36309565211,"mech","post_18"
"232","mech","post_18",350,"0350-00102",142.890376355173,0,87.550105219004,67.7322159,298.172697474177,"mech","post_18"
"233","mech","post_18",350,"0350-00103",215.215617411134,0,51.297117745796,51.6652002,318.17793535693,"mech","post_18"
"234","mech","post_18",350,"0350-00105",145.213406957357,0.069645001,69.61960130631,46.9515605,261.854213764667,"mech","post_18"
"235","mech","post_18",350,"0350-00106",146.34304640588,0,95.46689620479,53.1058114,294.91575401067,"mech","post_18"
"236","mech","post_18",350,"0350-00109",154.894816743658,0.069645001,88.2743379756,61.7803136,305.019113320258,"mech","post_18"
"237","mech","post_18",350,"0350-00110",121.322704532745,0,11.165692827831,62.7618072,195.250204560576,"mech","post_18"
"238","mech","post_18",350,"0350-00111",392.520007340468,0,26.930133963485,66.7582475,486.208388803953,"mech","post_18"
"239","mech","post_18",350,"0350-00112",194.647173456691,0,30.716674840143,64.8133011,290.177149396834,"mech","post_18"
"240","mech","post_18",350,"0350-00113",85.0837146419398,0,79.420315979395,88.0615657,252.565596321335,"mech","post_18"
"241","mech","post_18",350,"0350-00115",77.634855006477,0,49.666178278085,50.0868141,177.387847384562,"mech","post_18"
"242","mech","post_18",350,"0350-00116",266.542376194643,0,45.52460439777,67.1715727,379.238553292413,"mech","post_18"
"243","mech","post_18",350,"0350-00117",147.054775858629,0,56.65763553428,58.2733066,261.985717992909,"mech","post_18"
"244","mech","post_18",350,"0350-00119",206.11413279841,0,24.32091435779,66.1421642,296.5772113562,"mech","post_18"
"245","mech","post_18",490,"0490-00004",126.88827062755,0.101235711,30.927461840906,52.694673,210.611641179456,"mech","post_18"
"246","mech","post_18",490,"0490-00008",140.1259205719,0.230155086,89.218853475113,30.3554962,259.930425333013,"mech","post_18"
"247","mech","post_18",490,"0490-00018",79.632842226436,0.303707133,41.198604515295,46.9961811,168.131334974731,"mech","post_18"
"248","mech","post_18",490,"0490-00020",68.5188387723762,0,47.6771376283,65.7348568,181.930833200676,"mech","post_18"
"249","mech","post_18",490,"0490-00033",100.286975681554,0,29.19947125611,51.4051911,180.891638037664,"mech","post_18"
"250","mech","post_18",490,"0490-00035",200.47519001228,0.003,8.997555525198,47.4477937,256.923539237478,"mech","post_18"
"251","mech","post_18",490,"0490-00041",359.872519755557,0.091522121,62.979607010415,31.7841776,454.727826486972,"mech","post_18"
"252","mech","post_18",490,"0490-00042",116.49893832379,0,14.069541373077,35.6061429,166.174622596867,"mech","post_18"
"253","mech","post_18",490,"0490-00102",263.605969011295,0.089022121,33.953746387685,39.6090727,337.25781021998,"mech","post_18"
"254","mech","post_18",490,"0490-00103",277.049257593628,0.001,18.9871988710745,51.8230957,347.860552164703,"mech","post_18"
"255","mech","post_18",490,"0490-00104",256.846796980628,0.089022121,41.648520152327,46.8787353,345.463074553955,"mech","post_18"
"256","mech","post_18",490,"0490-00105",177.280237763669,2.838171702,56.602991193685,36.9690211,273.690421759354,"mech","post_18"
"257","mech","post_18",490,"0490-00110",115.591838729042,0.190257832,66.2194343823,39.7658565,221.767387443342,"mech","post_18"
"258","mech","post_18",490,"0490-00115",351.143014138627,0,48.37379945717,47.4260686,446.942882195797,"mech","post_18"
"259","mech","post_18",490,"0490-00117",218.910816435677,0.089022121,34.583652264449,52.1175314,305.701022221126,"mech","post_18"
"260","mech","post_18",490,"0490-00120",135.37483041824,0.610914266,55.52601014073,64.9264338,256.43818862497,"mech","post_18"
"261","mech","post_18",490,"0490-00122",242.035004538372,2.331993147,67.61210242404,34.906468,346.885568109412,"mech","post_18"
"262","mech","post_18",490,"0490-00124",121.786903968492,0.0015,29.226752278289,32.6543616,183.669517846781,"mech","post_18"
"263","mech","post_18",490,"0490-00125",139.656810472487,0,41.672054532365,34.5284223,215.857287304852,"mech","post_18"
"264","mech","post_18",490,"0490-00126",203.144428078861,0.534132723,116.96747805341,40.3901532,361.036192055271,"mech","post_18"
"265","mech","pre_treatment",190,"0190-00010",186.348155878568,0.607414266,57.68945654272,61.7347993541967,306.379826041484,"mech","pre_treatment"
"266","mech","pre_treatment",190,"0190-00024",268.693764023837,0.607414266,52.96835998454,69.8501363512103,392.119674625587,"mech","pre_treatment"
"267","mech","pre_treatment",190,"0190-00025",142.032893540654,0.089522121,33.31905060929,59.2982755199483,234.739741790892,"mech","pre_treatment"
"268","mech","pre_treatment",190,"0190-00026",120.449001302597,0.101735711,20.913458847103,54.3194102180159,195.783606078716,"mech","pre_treatment"
"269","mech","pre_treatment",190,"0190-00102",198.626478057813,0.842569352,51.411388307965,73.3181185182713,324.198554236049,"mech","pre_treatment"
"270","mech","pre_treatment",190,"0190-00106",77.707534885305,1.013284749,21.680016805305,72.3014164013138,172.702252840924,"mech","pre_treatment"
"271","mech","pre_treatment",190,"0190-00108",121.536433332692,0.737333641,19.77787460957,66.7842877902966,208.835929373558,"mech","pre_treatment"
"272","mech","pre_treatment",190,"0190-00110",121.834889813638,0.102235711,15.7677021637985,67.9380337922335,205.64286148067,"mech","pre_treatment"
"273","mech","pre_treatment",190,"0190-00111",189.182479850832,0.910049038,41.26329239075,62.8039057108834,294.159726990466,"mech","pre_treatment"
"274","mech","pre_treatment",350,"0350-00002",170.780373505483,0,42.47448385697,45.70132824538,258.956185607833,"mech","pre_treatment"
"275","mech","pre_treatment",350,"0350-00003",120.338422802987,0.070145001,18.9931856829805,57.6856863838065,197.087439870774,"mech","pre_treatment"
"276","mech","pre_treatment",350,"0350-00005",195.930291547566,0,37.07521739714,61.4730135469348,294.478522491641,"mech","pre_treatment"
"277","mech","pre_treatment",350,"0350-00101",222.107329108559,0.104235711,47.39240628893,55.4532741142188,325.057245222708,"mech","pre_treatment"
"278","mech","pre_treatment",350,"0350-00102",129.053555237144,0.242360398,84.204763252975,55.1457445946339,268.646423482753,"mech","pre_treatment"
"279","mech","pre_treatment",350,"0350-00103",226.072793903876,0.103235711,86.49995549321,70.066004481838,382.741989589924,"mech","pre_treatment"
"280","mech","pre_treatment",350,"0350-00105",161.308608161744,1.26436594,36.03200281137,58.8350100207718,257.439986933886,"mech","pre_treatment"
"281","mech","pre_treatment",350,"0350-00106",129.373217503856,0.102235711,82.104705109932,59.5764356989041,271.156594023692,"mech","pre_treatment"
"282","mech","pre_treatment",350,"0350-00109",155.506953711399,2.60154996,40.639078476736,50.446336788144,249.193918936279,"mech","pre_treatment"
"283","mech","pre_treatment",350,"0350-00110",106.099493762353,0.131419375,48.876484785508,63.1836792174524,218.291077140314,"mech","pre_treatment"
"284","mech","pre_treatment",350,"0350-00111",261.432640048081,1.26536594,21.4977302906795,59.7281246390191,343.92386091778,"mech","pre_treatment"
"285","mech","pre_treatment",350,"0350-00112",168.709118266325,1.046967356,127.06469523837,62.2249706400697,359.045751500765,"mech","pre_treatment"
"286","mech","pre_treatment",350,"0350-00113",170.082673007261,0.290921181,24.246599408865,57.2140730587347,251.83426665586,"mech","pre_treatment"
"287","mech","pre_treatment",350,"0350-00115",110.896794358135,0.199399061,151.03423882036,57.1668459214777,319.297278160972,"mech","pre_treatment"
"288","mech","pre_treatment",350,"0350-00116",214.921523976454,3.252768241,51.37787809359,85.537124130151,355.089294441195,"mech","pre_treatment"
"289","mech","pre_treatment",350,"0350-00117",205.418260389002,0.406870483,71.6507191149095,47.1816993947494,324.657549381661,"mech","pre_treatment"
"290","mech","pre_treatment",350,"0350-00119",210.362253608149,0.332890797,58.76094194476,61.955644927343,331.411731277252,"mech","pre_treatment"
"291","mech","pre_treatment",490,"0490-00004",140.851017406159,0.677393952,15.886964725784,50.6637723190973,208.07914840304,"mech","pre_treatment"
"292","mech","pre_treatment",490,"0490-00008",120.274499716841,1.571688345,32.512852386111,60.6454294710291,215.004469918981,"mech","pre_treatment"
"293","mech","pre_treatment",490,"0490-00018",89.9116048818426,0.734104145,66.88063053555,58.7392125098887,216.265552072281,"mech","pre_treatment"
"294","mech","pre_treatment",490,"0490-00020",150.353179845525,0.072979686,30.5984538281455,60.22313958534,241.24775294501,"mech","pre_treatment"
"295","mech","pre_treatment",490,"0490-00033",151.624442149152,0.092022121,52.89805976773,53.5264073747247,258.140931412607,"mech","pre_treatment"
"296","mech","pre_treatment",490,"0490-00035",193.766485541932,0.101735711,17.8936540969605,57.1951403868689,268.957015736762,"mech","pre_treatment"
"297","mech","pre_treatment",490,"0490-00041",277.980877133385,0.660052098,43.1192686954595,49.5965755137194,371.356773440563,"mech","pre_treatment"
"298","mech","pre_treatment",490,"0490-00042",128.214528397784,0.069979686,20.404678567239,66.1973492215376,214.886535872561,"mech","pre_treatment"
"299","mech","pre_treatment",490,"0490-00102",211.72751034355,1.617485424,25.658669311935,53.5060443221606,292.509709401646,"mech","pre_treatment"
"300","mech","pre_treatment",490,"0490-00103",303.134609254161,0.615341905,21.098943594807,46.8141600337823,371.663054787751,"mech","pre_treatment"
"301","mech","pre_treatment",490,"0490-00104",354.656520519382,5.094532125,31.8993628060515,53.3136034042674,444.964018854701,"mech","pre_treatment"
"302","mech","pre_treatment",490,"0490-00105",189.127897735692,3.944616078,79.96194431195,48.1356047216685,321.17006284731,"mech","pre_treatment"
"303","mech","pre_treatment",490,"0490-00110",168.045298600817,1.502180481,59.32361670545,52.5622882201738,281.433384007441,"mech","pre_treatment"
"304","mech","pre_treatment",490,"0490-00115",363.714049169968,3.364918328,34.773316579915,54.3732346458053,456.225518723688,"mech","pre_treatment"
"305","mech","pre_treatment",490,"0490-00117",185.544009192073,3.545173234,21.4875433643485,51.2732694216214,261.849995212043,"mech","pre_treatment"
"306","mech","pre_treatment",490,"0490-00120",174.429878372177,5.700415,75.67577792002,53.5943600692712,309.400431361468,"mech","pre_treatment"
"307","mech","pre_treatment",490,"0490-00122",237.720576323862,4.069100234,40.352789416945,35.9725275560547,318.114993530861,"mech","pre_treatment"
"308","mech","pre_treatment",490,"0490-00124",168.752729668254,2.405472833,105.6489929527,47.5814618508325,324.388657304786,"mech","pre_treatment"
"309","mech","pre_treatment",490,"0490-00125",96.7610040202743,1.305707677,6.301421412,60.8801048937188,165.248238002993,"mech","pre_treatment"
"310","mech","pre_treatment",490,"0490-00126",192.386110003107,3.517329915,21.182388726072,31.2964192830339,248.382247927213,"mech","pre_treatment"
"311","mechburn","post_18",180,"0180-00008",118.685251272738,2.463958809,29.43846199575,55.394654945086,205.982327022574,"mechburn","post_18"
"312","mechburn","post_18",180,"0180-00010",45.8938915639008,0.098276143,4.8003718245,44.1371502624197,94.9296897938205,"mechburn","post_18"
"313","mechburn","post_18",180,"0180-00018",85.4260936720893,0.586656859,2.8296847531525,62.7561569754988,151.598592259741,"mechburn","post_18"
"314","mechburn","post_18",180,"0180-00101",81.8324190036707,0,9.793367775,34.9745477133835,126.600334492054,"mechburn","post_18"
"315","mechburn","post_18",180,"0180-00102",291.459694160136,0.097776143,14.3717110055195,66.6255577511231,372.554739059778,"mechburn","post_18"
"316","mechburn","post_18",180,"0180-00107",276.557824746967,0.586656859,5.8274918443015,64.079454288693,347.051427738962,"mechburn","post_18"
"317","mechburn","post_18",180,"0180-00108",210.211308296124,0.097776143,7.584643537993,55.8173624730715,273.711090450188,"mechburn","post_18"
"318","mechburn","post_18",180,"0180-00109",155.32526717728,0.68789257,5.7996514853895,69.2959308713932,231.108742104062,"mechburn","post_18"
"319","mechburn","post_18",180,"0180-00110",21.0789011695712,2.781352507,34.339546434012,76.7152524427002,134.915052553283,"mechburn","post_18"
"320","mechburn","post_18",180,"0180-00111",180.289723510368,2.592878183,5.789004562577,47.779765405057,236.451371661002,"mechburn","post_18"
"321","mechburn","post_18",180,"0180-00114",300.466215189861,0.586656859,7.596552071947,63.6401329533096,372.289557074118,"mechburn","post_18"
"322","mechburn","post_18",380,"0380-00002",107.299136272706,0.128919375,22.48748174388,54.841555718363,184.757093109949,"mechburn","post_18"
"323","mechburn","post_18",380,"0380-00004",215.648933994351,0,16.905490470778,83.7342936738091,316.288718138938,"mechburn","post_18"
"324","mechburn","post_18",380,"0380-00006",126.177738810213,0,20.077316951538,55.2426807423282,201.49773650408,"mechburn","post_18"
"325","mechburn","post_18",380,"0380-00010",108.107904553435,0,6.7010399893485,64.1561164054575,178.965060948241,"mechburn","post_18"
"326","mechburn","post_18",380,"0380-00015",155.50330456084,0,3.480854225428,49.6132176169187,208.597376403186,"mechburn","post_18"
"327","mechburn","post_18",380,"0380-00102",189.790880933168,5e-04,26.346141586805,47.2375687846761,263.37509130465,"mechburn","post_18"
"328","mechburn","post_18",380,"0380-00103",17.7054407416794,5e-04,7.645528465285,56.4407449287931,81.7922141357575,"mechburn","post_18"
"329","mechburn","post_18",380,"0380-00104",152.939241393067,0.128919375,16.50385886458,45.7187766053926,215.29079623804,"mechburn","post_18"
"330","mechburn","post_18",380,"0380-00107",156.029242516552,0,2.791358058562,47.0679619951261,205.88856257024,"mechburn","post_18"
"331","mechburn","post_18",380,"0380-00110",128.462095767404,0,17.2763980381915,35.8804562517168,181.618950057312,"mechburn","post_18"
"332","mechburn","post_18",380,"0380-00112",142.12428224097,0,19.130827391384,88.2828463206566,249.53795595301,"mechburn","post_18"
"333","mechburn","post_18",380,"0380-00113",234.719753974491,0,6.543506332975,49.153586483224,290.41684679069,"mechburn","post_18"
"334","mechburn","post_18",380,"0380-00114",234.361869420602,0.230155086,11.424403076644,36.2914628890262,282.307890472272,"mechburn","post_18"
"335","mechburn","post_18",380,"0380-00117",207.16133862964,0,12.169614573659,71.2279571576878,290.558910360987,"mechburn","post_18"
"336","mechburn","post_18",380,"0380-00118",154.923511995924,0,7.3946352758255,31.222333377863,193.540480649612,"mechburn","post_18"
"337","mechburn","post_18",380,"0380-00119",223.477748047751,0.131919375,8.7559651094655,34.6776526515755,267.043285183792,"mechburn","post_18"
"338","mechburn","post_18",380,"0380-00120",281.697751733619,0.715576234,17.781851675725,44.2642361202479,344.459415763592,"mechburn","post_18"
"339","mechburn","post_18",380,"0380-00125",226.868754682004,3.346544384,8.004710310882,82.0512231853914,320.271232562278,"mechburn","post_18"
"340","mechburn","post_18",380,"0380-00127",19.5167056261091,0,28.191368954,86.0001851083105,133.70825968842,"mechburn","post_18"
"341","mechburn","post_18",570,"0570-00011",107.333666790489,0.128919375,38.089776296371,55.7789185769921,201.331281038852,"mechburn","post_18"
"342","mechburn","post_18",570,"0570-00013",130.156803940122,0.773516248,29.385417206109,52.4160889532653,212.731826347496,"mechburn","post_18"
"343","mechburn","post_18",570,"0570-00017",211.4328788694,3.248768241,13.929430424205,72.4593826604116,301.070460195017,"mechburn","post_18"
"344","mechburn","post_18",570,"0570-00023",207.053915144673,0,18.13133505695,61.6515230026146,286.836773204238,"mechburn","post_18"
"345","mechburn","post_18",570,"0570-00025",44.2888975511976,0.128919375,69.750960724182,72.3367895794146,186.505567229794,"mechburn","post_18"
"346","mechburn","post_18",570,"0570-00101",180.06360454062,0,29.412682870305,56.3093545331935,265.785641944118,"mechburn","post_18"
"347","mechburn","post_18",570,"0570-00102",86.8579046865226,0,25.76791015225,17.9991184908615,130.624933329634,"mechburn","post_18"
"348","mechburn","post_18",570,"0570-00103",150.22106418707,0.128919375,12.171804884563,44.4514492294417,206.973237676075,"mechburn","post_18"
"349","mechburn","post_18",570,"0570-00104",89.6246287620673,0.198399061,17.38098333262,29.309070174083,136.51308132977,"mechburn","post_18"
"350","mechburn","post_18",570,"0570-00105",152.468682242043,0.773516248,16.611214680865,44.8365332988017,214.68994646971,"mechburn","post_18"
"351","mechburn","post_18",570,"0570-00106",260.96020583027,0.198399061,53.94478747561,47.1201689017162,362.223561268596,"mechburn","post_18"
"352","mechburn","post_18",570,"0570-00107",197.163049949722,0.773516248,12.677918111827,71.4230652847437,282.037549594292,"mechburn","post_18"
"353","mechburn","post_18",570,"0570-00110",111.779820269564,0.128919375,48.050136295704,54.2687803868887,214.227656327156,"mechburn","post_18"
"354","mechburn","post_18",570,"0570-00111",138.997845060416,0.773516248,39.947543707979,71.5335320277146,251.25243704411,"mechburn","post_18"
"355","mechburn","post_18",570,"0570-00112",135.460469475833,0.773516248,28.58372569888,100.413023513094,265.230734935807,"mechburn","post_18"
"356","mechburn","post_18",570,"0570-00113",185.141405579709,3.248768241,86.323073025865,60.6624972780579,335.375744124632,"mechburn","post_18"
"357","mechburn","post_18",570,"0570-00115",107.134245030995,0.773516248,13.262502861553,61.0106133839175,182.180877524465,"mechburn","post_18"
"358","mechburn","post_18",570,"0570-00119",124.232080289321,0.773516248,92.48511457938,45.9752562170147,263.465967333716,"mechburn","post_18"
"359","mechburn","pre_treatment",180,"0180-00008",129.786942381157,0,79.814759146155,68.804562376746,278.406263904058,"mechburn","pre_treatment"
"360","mechburn","pre_treatment",180,"0180-00010",150.812465471829,5e-04,45.791771367165,63.5478735841298,260.152610423123,"mechburn","pre_treatment"
"361","mechburn","pre_treatment",180,"0180-00018",76.7224628099239,0.205478274,29.86312645225,69.0529143754526,175.843981911627,"mechburn","pre_treatment"
"362","mechburn","pre_treatment",180,"0180-00101",301.322497654727,0.103735711,57.5187878946,63.4387267956777,422.383748056004,"mechburn","pre_treatment"
"363","mechburn","pre_treatment",180,"0180-00102",339.43321118821,0.706790215,46.05639834712,61.4575060758066,447.653905826137,"mechburn","pre_treatment"
"364","mechburn","pre_treatment",180,"0180-00107",282.720085193311,0.87378929,55.579551897265,65.174159700949,404.347586081525,"mechburn","pre_treatment"
"365","mechburn","pre_treatment",180,"0180-00108",179.801207599499,2.16199687,51.977759883715,73.5401365324587,307.481100885672,"mechburn","pre_treatment"
"366","mechburn","pre_treatment",180,"0180-00109",152.954135736189,0.813385688,36.554181705455,71.4392914128179,261.760994542462,"mechburn","pre_treatment"
"367","mechburn","pre_treatment",180,"0180-00110",36.9035175331638,4.13721743,60.44634840687,84.5022412565799,185.989324626614,"mechburn","pre_treatment"
"368","mechburn","pre_treatment",180,"0180-00111",204.470457452752,1.827568799,22.8127447710855,77.8811730620594,306.991944084897,"mechburn","pre_treatment"
"369","mechburn","pre_treatment",180,"0180-00114",383.700888645891,1.024259195,36.221448591355,67.8953222976609,488.841918729907,"mechburn","pre_treatment"
"370","mechburn","pre_treatment",380,"0380-00002",108.85378754351,0,58.1771079957255,66.5662558832244,233.59715142246,"mechburn","pre_treatment"
"371","mechburn","pre_treatment",380,"0380-00004",188.760102570053,1.144119983,37.88384532396,43.6788374585051,271.466905335518,"mechburn","pre_treatment"
"372","mechburn","pre_treatment",380,"0380-00006",176.857773445914,0,29.184120424881,50.6397653927394,256.681659263534,"mechburn","pre_treatment"
"373","mechburn","pre_treatment",380,"0380-00010",138.432863362222,0,6.59218430033,48.734136403244,193.759184065796,"mechburn","pre_treatment"
"374","mechburn","pre_treatment",380,"0380-00015",184.023073363131,0,35.58695787947,71.1992576585683,290.809288901169,"mechburn","pre_treatment"
"375","mechburn","pre_treatment",380,"0380-00102",178.224887470962,0.130419375,37.0547553757665,57.9979470360655,273.408009257794,"mechburn","pre_treatment"
"376","mechburn","pre_treatment",380,"0380-00103",257.082431668231,0.273451108,33.0098633828715,48.2753779326218,338.641124091724,"mechburn","pre_treatment"
"377","mechburn","pre_treatment",380,"0380-00104",314.973706663285,0.471515484,82.51795884588,48.8882258992644,446.85140689243,"mechburn","pre_treatment"
"378","mechburn","pre_treatment",380,"0380-00107",205.099995402902,0.102235711,46.033014769095,61.1101584717218,312.345404354719,"mechburn","pre_treatment"
"379","mechburn","pre_treatment",380,"0380-00110",241.559210418655,0.173380712,40.62815266157,58.9839714877143,341.344715279939,"mechburn","pre_treatment"
"380","mechburn","pre_treatment",380,"0380-00112",308.140213043303,0.301634772,57.438391068545,58.0218380041366,423.902076887984,"mechburn","pre_treatment"
"381","mechburn","pre_treatment",380,"0380-00113",233.784385727756,0.0015,49.29000935505,52.6276441592931,335.703539242099,"mechburn","pre_treatment"
"382","mechburn","pre_treatment",380,"0380-00114",273.26769833479,0.429057276,39.917400213901,49.9544915988707,363.568647423562,"mechburn","pre_treatment"
"383","mechburn","pre_treatment",380,"0380-00117",210.883127049042,0.476022336,54.98215162669,61.7943819738498,328.135682985582,"mechburn","pre_treatment"
"384","mechburn","pre_treatment",380,"0380-00118",172.271936774241,0.004,57.416521104845,43.359537975612,273.051995854698,"mechburn","pre_treatment"
"385","mechburn","pre_treatment",380,"0380-00119",185.015192934781,0.335897649,82.1440763096,67.1882473840746,334.683414277456,"mechburn","pre_treatment"
"386","mechburn","pre_treatment",380,"0380-00120",227.881896126512,0.174215397,56.11487741889,57.0661242838752,341.237113226277,"mechburn","pre_treatment"
"387","mechburn","pre_treatment",380,"0380-00125",334.720192798238,1.462951311,46.46333419201,58.8457907774553,441.492269078704,"mechburn","pre_treatment"
"388","mechburn","pre_treatment",380,"0380-00127",330.523484890369,1.120119209,17.966762436925,46.8718917828505,396.482258319144,"mechburn","pre_treatment"
"389","mechburn","pre_treatment",570,"0570-00011",92.3284059414851,0,43.09626787726,41.8690553672368,177.293729185982,"mechburn","pre_treatment"
"390","mechburn","pre_treatment",570,"0570-00013",128.476580040207,5e-04,34.131529634735,45.7683320916853,208.376941766627,"mechburn","pre_treatment"
"391","mechburn","pre_treatment",570,"0570-00017",311.081419852673,0,54.60930743772,60.6546118155085,426.345339105902,"mechburn","pre_treatment"
"392","mechburn","pre_treatment",570,"0570-00023",178.608043062078,0,94.992857899585,50.3376526882046,323.938553649868,"mechburn","pre_treatment"
"393","mechburn","pre_treatment",570,"0570-00025",83.1963031116014,0.170715397,38.64060722901,61.6474882487559,183.655113986367,"mechburn","pre_treatment"
"394","mechburn","pre_treatment",570,"0570-00101",126.859533202356,0.713649977,58.163858656975,46.3978692754575,232.134911111789,"mechburn","pre_treatment"
"395","mechburn","pre_treatment",570,"0570-00102",119.178063640643,0.202471422,44.3975189793245,35.7347653362355,199.512819378203,"mechburn","pre_treatment"
"396","mechburn","pre_treatment",570,"0570-00103",230.18932774442,0.910049038,58.95287668875,47.7944471653643,337.846700636535,"mechburn","pre_treatment"
"397","mechburn","pre_treatment",570,"0570-00104",87.421930364672,3.420983638,41.788538336935,47.6614991191443,180.292951458751,"mechburn","pre_treatment"
"398","mechburn","pre_treatment",570,"0570-00105",194.668603300746,0.101735711,104.78429721243,50.7393758463054,350.294012070481,"mechburn","pre_treatment"
"399","mechburn","pre_treatment",570,"0570-00106",217.132985803799,0.473015484,135.65450864359,51.1529844045112,404.413494335901,"mechburn","pre_treatment"
"400","mechburn","pre_treatment",570,"0570-00107",162.415039482058,0.978694039,83.08371331426,62.4081373448699,308.885584180188,"mechburn","pre_treatment"
"401","mechburn","pre_treatment",570,"0570-00110",125.826528464854,0.343596109,64.10251664801,56.9429598893046,247.215601111168,"mechburn","pre_treatment"
"402","mechburn","pre_treatment",570,"0570-00111",112.172346817812,0.302134772,40.483034450375,55.3767960686541,208.334312108841,"mechburn","pre_treatment"
"403","mechburn","pre_treatment",570,"0570-00112",179.311495200676,0.200899061,45.30243273666,70.8830323291794,295.697859327515,"mechburn","pre_treatment"
"404","mechburn","pre_treatment",570,"0570-00113",166.899582881971,0.335390797,52.86149431066,55.8804728593753,275.976940849006,"mechburn","pre_treatment"
"405","mechburn","pre_treatment",570,"0570-00115",182.671996273813,0.376693671,45.34410044243,60.4556454915544,288.848435878797,"mechburn","pre_treatment"
"406","mechburn","pre_treatment",570,"0570-00119",131.418112776007,0.102735711,74.68789876041,56.0277088605181,262.236456107935,"mechburn","pre_treatment"
